Sentence,Emotion
"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi",Other
"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ...",Sadness
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Anger
đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi,Enjoyment
thanh niên này cục súc vãi,Disgust
thấy gớm,Disgust
dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!,Disgust
ăn cút mẹ mày ra chỗ khác ăn nhé .,Anger
sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,Enjoyment
nhìn hình chế là tao vui lắm :)),Enjoyment
cái mặt thấy ghét,Disgust
per bao giờ mày mới được nv nhỉ,Other
em xin lỗi anh,Sadness
"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi",Fear
thú vui đặc biệt vãi :v .,Enjoyment
tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,Fear
t ghét cả họ nhà nó 🙂,Disgust
huhu nó bị điên à ?,Other
phải công nhận nước ngoài cái gì cũng to :),Other
sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢,Sadness
một lũ óc không bằng chó .,Disgust
5 năm nữa tao phải đẻ được 3 đứa 😂😂😂,Enjoyment
per lật kèo luôn à ??,Surprise
thanh niên quá cứng,Other
lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy,Sadness
chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((,Sadness
có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,Sadness
phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .,Anger
mùa hè không nóng đây rồi,Enjoyment
lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,Anger
bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :),Other
vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,Disgust
má nó thú dị thôi rồi 😂😂😂,Enjoyment
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,Sadness
mấy đứa bị bón thích cái này,Other
thằng lol nào trong miệng thế,Anger
per đau hơn chia tay người yêu nữa,Sadness
tôi đã đúng khi đọc bình luận thay vì đọc bài :),Enjoyment
hóng kỉ lục để lông mũi dài tới bụng :)),Other
đánh rơi liêm sỉ trong 1 nốt nhạc,Disgust
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),Disgust
nước ngoài cái gì cũng to kể cả sinh vật,Surprise
ôi tao đã tìm được người cùng hành tinh ?,Surprise
câu nói quá chuẩn và ý nghĩa 👍,Enjoyment
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,Enjoyment
"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả",Disgust
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,Sadness
cỡ nào anh cũng có thể chịu đựng được vì anh yêu em,Enjoyment
người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,Enjoyment
"những việc này , mang lên đây chả giải quyết được gì cả .",Sadness
đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa,Sadness
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),Enjoyment
của thằng kia mà,Other
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",Sadness
bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .,Disgust
douma đứng trong nhà cũng không yên cái thân,Anger
hổng gặp cái buồn luôn ><,Sadness
thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,Sadness
tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ,Enjoyment
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,Other
"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này",Disgust
nhìn hói mà thấy thương gê ??,Sadness
ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂,Other
per nhất định chị em mê tín mình p đi xem phim này rồi,Enjoyment
đoạn phim này tốn khá nhiều nước mắt của người xem,Sadness
t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá,Surprise
liệu nó có bay nổi hay không ?.,Other
mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??,Anger
t mong nó té quá chời :v,Enjoyment
dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,Disgust
thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,Other
khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁,Enjoyment
tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi,Sadness
"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh",Fear
mày cút,Anger
phim này rất hay .,Enjoyment
đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((,Sadness
may quá tao không xài huawei kkk,Enjoyment
ông này có võ thiệt 😁😁,Surprise
"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua",Enjoyment
ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per,Disgust
sớm chút nữa có lẽ đã khác rồi đúng không ?,Other
đúng là nhân tài luôn ở khắp mọi nơi kkkk,Enjoyment
bà của tôi đã không còn khi tôi còn chưa biết gg là gì,Sadness
"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn .",Sadness
tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy,Disgust
bỏ thế lồn nào được :(,Sadness
đây là đồ của per ??? hỏi nua không,Other
per trông em bé yêu vãi :)),Enjoyment
khó có thể giải thích,Other
dù có nói thích mày thì cũng đừng có tin .. xã hội giờ nguy hiểm lắm,Fear
chắc sổ đỏ có cả vỉa hè và đường :)),Other
ơ . t chỉ quan tâm sao mày lại mặc quần màu hường hình cô gái thôi ??,Other
sang năm nữa vác giường ra mà nhìn,Other
câu chuyện lấy đi nước mắt của tao,Sadness
"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))",Disgust
"chờ mãi mà không thấy , cứ thấy trống vắng vãi :((",Sadness
t thấy nó cười hoài mà không bao giờ nó cười với tao cả :((,Sadness
"per tôn lợp nhà mà đẹo zai thế đấy , lại toàn 6 múi nữa chứ ...",Enjoyment
"thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm tính đều đẹp , hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc , ấm áp bên mẹ ạ .",Enjoyment
cái này gọi là ấu trĩ phải không,Disgust
phải tao tao vứt luôn xe ??,Sadness
tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :),Sadness
ui đáng yêu gheê,Enjoyment
sắp được cống hiến cho tổ quốc rồi . vui quá ...,Enjoyment
"cạn lời , mình ngủ để khỏi nhìn 😊😊😊",Disgust
loài dê phải gọi ông này bằng cụ,Other
cho em hỏi phim ra tập mới vào những hôm nào ạ,Other
đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡,Anger
nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,Anger
mạnh vỗ tay 👏,Enjoyment
thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,Other
2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(,Sadness
đọc xong tao muốn khóc luôn,Sadness
thương vlll,Enjoyment
"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút",Disgust
não bọn này nhiều nếp nhăn đấy,Surprise
tăng sáng lên nhìn cho rõ mặt chứ,Other
"gặp chị này ngoài đời rồi , giọng nhẹ mà hiền lắm nuôn ❤",Enjoyment
"vailon :)) học sinh cơ , dume nó",Disgust
nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪,Sadness
cẩn thận các góc cửa,Other
bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,Disgust
"tại như vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người ta để đi ??",Fear
:))) mặt ngáo vậy mà còn lạ lẫm gì,Other
lừa đảo số tiền lớn như vậy thì khởi tối cả lũ chúng nó chứ,Anger
nhưng tối qua nhà tao có mưa đâu,Other
tới lúc chia tay rồi khóc :(,Sadness
chọn thằng nào có tương lai hơn . tức có bố mẹ giàu hơn,Other
dm ông cầm cam cho cẩn thận vào tôi cũng muốn ngã mẹ nó rồi này,Fear
tuổi trẻ tài cao =))),Enjoyment
per giờ thằng gù nhà thờ chạy đi đâu đây :(,Sadness
nồi cơm điện chứ gì .,Other
những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song hành,Sadness
cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂,Disgust
ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá,Disgust
giết chết lũ khốn và cái ô che cho chúng .,Anger
"công ăn việc làm còn chưa ổn định , bố mẹ già còn chưa lo được thì kết hôn để làm gì 😪",Sadness
nên cho người xử sai ngồi tù như người ta xem sao ....,Anger
tận cùng của tan vỡ,Sadness
người yêu có thể có nhiều nhưng mạng sống chỉ có 1 chế nhể ?,Other
"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂",Enjoyment
per đúng rồi mình đây =)),Enjoyment
sao đúng bài mày kết vậy 🙁🙁🙁,Other
tình yêu con nít cọ đít vào nhau ....,Disgust
thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,Anger
tao còn độc thân này :((,Sadness
ngộ không phiên bản lỗi 😆😆,Disgust
per mới bắt đầu tuần thánh mà chúa ơii,Sadness
buồn vương mi !!!,Sadness
đăng khoa lê lò dầu của mẹ nè anh 😘😘😘,Enjoyment
đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :)),Disgust
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Disgust
không biết crush có thích uống nước mắm không để còn tặng nàng chai nam ngư 900ml :)),Enjoyment
"văn minh quá , đường trong sổ đỏ người ta mà !",Disgust
lại nhuộm vàng súng ống rồi,Other
xuống đi nó không cắn đâu,Other
gia đình có nhưng tình yêu không thì sao,Sadness
chúng mày giờ mới biết điều này ah ? =)))),Surprise
t cũn gặp 1 ca như vậy mà chúng nó còn chơi chét bánh kem cơ . bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,Anger
"tí tuổi đã hói , chắc kiếp trước ăn ở không ra gì đây",Disgust
thì con đỉ mẹ mày ghi nhanh vào .,Anger
"miễn sao có tiền ăn bánh trung thu , mua lồng đèn , đi du lịch =))))",Enjoyment
vẫn ế bền vững,Sadness
per hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét . 🤣🤣🤣,Disgust
thích thật,Enjoyment
xong bỗng nhiên một ngày mất hút không để lại 1 hạt bụi,Sadness
tê tê phê phê sung sướng vãi 😌,Enjoyment
bạn này sau này sẽ khó bước qua cái bóng của vai diễn này 🙂,Other
"bác nói v thì tôi cũng xin thua , có tranh luận cũng không như không",Other
lại được làm thêm quả nhà nữa . ngon,Enjoyment
tuổi thơ tao dùng n để nướng thằn lằn 😂😂,Enjoyment
lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm,Disgust
sợ nhất con quỷ này trên đời,Fear
con cái nhà ai mà bố mẹ chăm cho đẫy đà ngon ngọt thế,Other
per nè chị,Other
đang bo cuối mà lạ có vị trí đẹp thì đúng là tuyệt vời :))),Enjoyment
cái này là cái gì thế .,Other
loz chúng nó là 1 đội . chứ dám chêu người lạ . dm bố mày sút không trượt phát lào,Anger
"đã từng nhưng 10 năm về trước cơ , buồn ghê",Sadness
chỉ có trong truyền thuyết . mà khái niệm truyền thuyết trong ngữ văn lớp 6 là không có thật,Other
nói mẹ ngoài đời,Anger
ở đâu cũng có người tốt nè anh kkkk,Enjoyment
buồn cho 1 đất nước .,Sadness
nghĩ mà buồn vãi =)),Sadness
hello đồng nghiệp ;)))) không biết nghiệp gì thôi haha,Enjoyment
"tuyệt với , ước mơ hồi nhỏ của tôi đã được cậu bé này thực hiện",Enjoyment
sao mà mặt boss có thể gian đến thế nhỉ,Surprise
giận con mẹ mày nữa chứ giận :),Anger
âu kề ... anh per đã béo từ khi lấy vợ và giống như tất cả các chàng troai khác :))),Other
chơi ngu lỡ người ta té chấn thương đập đầu rồi ai nuôi 😐😐😐 ở vn nó xúm lại đánh hội đồng ôm đầu mà khóc 😅😅😅,Other
kinh dị,Disgust
"cũng được nhưng cuối video nhai nhỏ tiếng hơn thì tốt . :""(",Disgust
"kết nó ở cái câu "" đất nước gia lai là một đất nước giàu tài nguyên , có anh per ""😑",Enjoyment
per tao không gửi cho mọi người . tao chỉ đăng lên facebook cho thiên hạ biết thôi :))),Enjoyment
thành công là cách trả thù xã hội ngọt ngào nhất . đừng vì họ nói mà yếu lòng,Other
bởi nói để trung nguyên cho bà thảo thì chắc chắn 100 % với cái bộ óc sáng tạo cùng với sự lãnh đạo tài giỏi và lòng tham hơn người và trí tuệ ngắn hạn sẽ dẫn dắt trung nguyên xuống con mẹ nó giếng luôn .,Disgust
mày khá là may mắn khi không học tiếng huế đấy =)),Enjoyment
per đi làm công tình yêu cẩn thận ăn uống nhé,Other
có những người đi qua đời bao nhiêu như 1 cơn gió vậy . vô tình nhìn lại . nó lại là quá khứ ...!,Sadness
"ngày cuối cùng còn ở lại , bản thân không có bất cứ một cảm xúc gì , trong lòng chỉ độc một mảnh phẳng lặng .",Sadness
🙄🙄🙄🙄 tao cũng thích kiểu kể chuyện trước khi đi ngủ . cho đến khi tao ngủ luôn . mà đéo có ai hết . buồn đời,Sadness
lúc tối mày cũng nằm mơ nèo nhà mày về . ước gì nó là sự thật 😢,Sadness
nó lại hợp lí vãi :v,Enjoyment
nuôi kiểu gì mà lắm ve thế kia ?,Disgust
"per bởi , đéo dám tán ai hay tỏ tình",Fear
coi rồi vẫn muốn coi lại 😚😘,Other
sao chưa thấy ai tới cứu nhỉ . lỡ xảy ra gì mất điện toàn tỉnh sao .,Other
bình phước vẫn là cây chủ lực .,Other
má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨,Fear
nhớ gia đình nhỏ nhiều lắm … mà không được về thăm,Sadness
"có bài hát "" cuộc đời vẫn đẹp sao , tình yêu vẫn đẹp sao """,Enjoyment
per ghét cái kiểu rõ ràng là chuyện của riêng 2 người vậy mà …,Disgust
nhưng kp cười với mày đâu :) ảo tưởng vãi,Sadness
một câu chuyện bi đát :((,Sadness
sao ý thức kém thế bao nhiêu tâm sức của bao người mà bỏ phí như thế,Disgust
còn gì hơn lòng dạ đàn bà ... cũng may tao là một con đàn ông :)),Enjoyment
ngu thì chịu,Disgust
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Sadness
chỉ cần sống thật với cảm xúc .. với chính con người bạn là hạnh phúc nhất,Enjoyment
tao giận bạn trai tao và 5 ngày rồi nó đéo dỗ tao luôn hix,Sadness
mày lấy sỏi xếp thành tên dume khôn như tao này .,Enjoyment
chuyện tình huyền thoại của per với per :(,Sadness
per nghe rồi ngủ đi em,Other
may là tao dán kính cường lực,Enjoyment
"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,",Anger
buồn cười vãi ý,Enjoyment
per thế thì nhà nào bầy hàng họ ra vỉa hè thì mình được đuổi đúng không cụ =))),Other
đm thế giới này toàn nói thật thì công nhận nhạt nhẽo vãi,Disgust
ngày bé tao bị nó dí thế là tao cho nó 1 gậy 🙂 hôm đó tao được ăn thịt ngỗng,Enjoyment
"mất đi một di sản , chứng tích của lịch sử 😓",Sadness
ác quá trời ơi,Disgust
thời xưa yêu nhau đến chết vẫn yêu ... thời nay yêu không biết chết lúc nào 🤣 cuộc sống nay đáng sợ lắm 🤪,Fear
thất vọng và áp lực tích tụ hằng ngày với tao,Sadness
cầu mưa ... mà sao không mưa nhỉ,Other
bẩn tính vãi nồi,Disgust
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,Other
per mày cũng cắt tóc giống thế đi cho đẹp =)))),Enjoyment
ý tưởng hay,Enjoyment
"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc nhiên và hạnh phúc nhìn sâu lắng , video ngắn nhưng cho người xem si nghỉ mải",Enjoyment
per ồ ồ chân chính chạnh lòng rồi 😂,Enjoyment
nói thật chẳng hiểu thế hệ bây giờ nghĩ gì . động tý vào là kêu này nọ . ở nhà ở trường có vấn đề kêu um lên chứ sau này ra ngoài xã hội mà ngu thì nó vả không trượt phát nào chứ ở đó mà kêu . tiên trách kỷ hậu trách nhân,Disgust
nhiều lúc lắm câu hỏi ngớ ngẩn thật,Disgust
phạt 5tr thì phạt làm gì ? khác nào tiếp tay truyền bá mê tín dị đoan 😌,Disgust
con nhà hư hỏng . bỏ cả nhà đi theo zai . bị nó rũ bỏ vì chửa mới mò về . giờ bắt ai gánh nuôi con . con với cái hư quá thể .,Disgust
ảnh này tao thấy mày đăng mấy lần rồi đó admin,Surprise
"làm ở đâu không quan trọng , quan trọng là chị em mình mỗi ngày gặp nhau 9 tiếng cùng làm cùng ăn cùng ngủ chị ngoc thu hen",Enjoyment
ước gì có ai để tao tag vào .,Sadness
"per hồi nhỏ bị ngỗng dí riết ám ảnh , giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe",Enjoyment
"vậy đấy , thế nên con gái mới toàn bị lừa =)))",Other
tao hiểu mà,Other
nhiều khi nghĩ mình không phải con gái mà là 1 thằng đàn ông chính hiệu kkkk ....,Enjoyment
chú lên thay được rồi đấy,Other
"như mình mà trèo lên là bị phóng điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",Surprise
chỉ là muốn thôi . chứ chờ đợi không biết thời điểm nào thì cái sự mong muốn đó mới tới,Other
biết giả vẫn phải tạo,Disgust
chúng tôi xin lỗi và rút kinh nghiệm,Other
chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoii,Enjoyment
bộ phim anime đầu tiên mình xem thấy bác hói được buff sức mạnh kinh vkl =))),Surprise
ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,Sadness
chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn,Disgust
tao là thằng chưa bao giờ giận người yêu vì người yêu tao không bao giờ làm gì có lỗi hết,Enjoyment
thôi có gì đâu mà cãi,Other
phí cái lol mày á,Anger
như ốc bươu vàng thì là thảm họa rồi,Disgust
cha mẹ là món quà vô giá mà ơn trên ban cho chúng ta . không gì có thể so sánh thay thế được . và cũng chỉ có một mà thôi ...,Enjoyment
loài người thật đáng sợ,Disgust
hicc thương em,Sadness
khá tàn nhẫn,Disgust
êu khiếp chứ thế này chết cả gái lẫn zai thôi,Other
làm đéo gì có ai nói chuyện thân thiết với tao đâu mà,Sadness
nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,Fear
"chuyện ăn ốc đổ võ cũng đưa vô văn học =.=""",Disgust
nó cắn bạo hơn chứ ở đó xạo xạo,Disgust
chắc hẳn trước kia em bị đối xử tồi tệ lắm nên mới vậy :(,Sadness
tiếng guitar thật tuyệt,Enjoyment
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ,Disgust
đm thằng nào đổi gậy như ý của tao rồi,Anger
trách ai bây giờ đây huhu,Sadness
chuẩn không cần chỉnh,Enjoyment
cực phẩm luôn kìa,Enjoyment
per trailer không có tiếng thôi mà đã thấy ghê rồi đó !,Fear
nguy hiểm đến với bao nhiêu bất cứ lúc nào,Fear
cái ngành tài chính của mình có chỗ dụng võ tốt rồi đây :)))),Enjoyment
"mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ , chạm đáy nỗi đau , đừng như thói quen ... dume :)",Sadness
chợt nhận ra mình yếu đuối như một đứa con gái vậy 😢,Sadness
sao nó mới vậy,Surprise
"youtuber nhà người ta đấy , làm cho mọi người cười sảng khoái . còn vn thì toàn món ăn không lồ , rồi mấy cái khác người",Disgust
điểm thì có hết rồi cần gì quan tâm đề thi nữa,Other
"hết thuốc à mấy thằng quằn què , gặp tao thiến cmnl",Anger
"chăn lắm lông , bắp tay thì to ôi tuổi thơ của taoooo :33333",Disgust
không nên tin bất cứ 1 người nào cả,Other
ngửi mùi hoa sữa xong chia tay :),Other
ngồi nhiều quá nhìn họ đau mắt,Sadness
đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll,Anger
thấy cờ rút trên tờ polime là tim rụng rời liền,Enjoyment
hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),Enjoyment
những trường như thế cho giải tán . cấm tuyển dụng luôn .,Anger
per xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè,Other
đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo,Disgust
"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1",Disgust
điều hối tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢,Sadness
buồn thật ấy,Sadness
lũ người nhu nhược :),Disgust
thông minh 😂,Enjoyment
"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng",Anger
bên trung về mảng tuyên truyền đỉnh ghê luôn á,Surprise
e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌,Sadness
có gì đó sai sai ??,Surprise
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^,Other
dume đọc bình luận bực giùm chủ thớt :))),Anger
gắp đúng lúc nhưng hình như đúng lúc người ta không muốn y ai ???? đó là 1 câu chuyện buồn,Sadness
t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần,Fear
đợi em đủ tuổi anh chờ được không ?,Other
đừng cứ đổ thừa cho ngành đường sất khi có quá nhiều anh não bé .,Disgust
chúng ta nên làm như vậy từ lâu mới phải,Enjoyment
đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến thức hạn hẹp vãi cậu ạ,Anger
per muốn coi cái khúc vẩy xong rồi dừng lại làm sao ấy . kkkkk,Enjoyment
mua con lợn 50k được lì xì 40k . ok em ổn,Sadness
"mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi , nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂",Disgust
per coi phim này chắc chết luôn trong rạp,Fear
"nó quan tâm mày thì mày đừng vội mừng là nó thích mày , nó chơi chán rồi nó bỏ thôi .",Disgust
dân chơi nhìn cái biết ngay 🤣🤣,Enjoyment
phá làng phá xóm,Disgust
t nhận ra mình đã sai,Sadness
30s mặc niệm bắt đầu ...,Sadness
mặc váy kìa . thời trang ? hiện đại quá,Surprise
con thương ông quá,Sadness
nhìn mặt con chó tội vãi,Sadness
tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong linh người khác bà này là súc vật,Disgust
biết ngay anh per lại mượn đầm của vợ :)))),Enjoyment
đắt hơn sân bay luôn,Surprise
cmm lộ hết thông tin của người ta,Disgust
đã nguy hiểm vậy sao không hủy mà bán 0 . 0,Fear
bán không thu thuế luôn à,Surprise
t chỉ thấy tình yêu của tao nó tan vỡ thôi,Sadness
per :)))) buồn cười vãi,Enjoyment
thế 1 đứa con trai bỏ thời gian ra nói chuyện thân thiết với 1 đứa con gái không phải là nó thích con đó thì có con cặc nó làm vậy,Anger
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,Sadness
móng này móc cua thì đỉnh 😹,Enjoyment
có mưa cảm giác như được sống lại :))),Enjoyment
mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy,Disgust
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,Other
haha biết ngây mà,Enjoyment
bể mẹ cái kính cường lực mới dán :#,Sadness
dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,Other
"cần gì xa hoa đâu , thế này là hạnh phúc , thấy thương và ngưỡng mộ ông bà quá",Enjoyment
sao nhanh như chớp vậy được,Surprise
nhỏ không dạy để lớn lên làm đĩ à ? phụ huynh kiểu gì thế ?,Anger
thằng kia làm nhẹ nhẹ thôi nhé .,Other
no ́ xâ ́ u tao thi ̀...,Disgust
thế là đã phần nào đoán được kết quả cuộc gặp tại hà nội,Other
bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :)),Sadness
cái đất nước này loạn luân mẹ hết rồi :))),Disgust
"ôi zồi ôi , nhìn cái mặt của ẻm kìa , yêu ghê :))",Enjoyment
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),Other
per haha bữa 3 đứa mới phong trào xong,Other
