Sentence,Emotion,Tokenized_Sentence
đẻ ở hồ cá tra nên đớp không trật phạt nào hài_lòng,Disgust,"['đẻ', 'hồ', 'cá tra', 'đớp', 'không', 'trật', 'phạt', 'nào', 'hài_lòng']"
dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !,Disgust,"['dume', 'cứ', 'chê', 'lúc', 'bố', 'dậy thì', 'mất công', 'trầm trồ', '!']"
giờ này vẫn còn phân biệt đàn ông đàn bà ai khổ hơn ai à thế đàn ông mà phân biệt như này mặc váy mẹ đi rồi so sánh mỗi người mỗi công việc mỗi trách nhiệm khổ sướng cái lồn gì,Anger,"['giờ', 'vẫn', 'còn', 'phân biệt', 'đàn ông', 'đàn bà', 'ai', 'khổ', 'hơn', 'ai', 'à', 'thế', 'đàn ông', 'phân biệt', 'mặc', 'váy', 'mẹ', 'so sánh', 'mỗi', 'người', 'mỗi', 'công việc', 'mỗi', 'trách nhiệm', 'khổ sướng', 'cái', 'lồn', 'gì']"
ăn mà không biết dọn .,Disgust,"['ăn', 'không', 'biết', 'dọn']"
thế đéo nào nó lại kẻ dưới đấy nhỉ,Disgust,"['thế', 'đéo', 'nào', 'nó', 'kẻ', 'dưới', 'đấy', 'nhỉ']"
"thằng tàu hỏa lái dở , thấy xe đậu thì đánh lái né ra đường ray thi đâu có va chạm hư ô tô",Disgust,"['thằng', 'tàu', 'hỏa', 'lái dở', 'thấy', 'xe', 'đậu', 'đánh', 'lái', 'né', 'đường ray', 'thi', 'đâu', 'va chạm', 'hư', 'ô tô']"
úi giời khiếp quá !,Fear,"['úi', 'giời', 'khiếp', '!']"
đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa cười_chảy_nước_mắt,Fear,"['đứng', 'dưới', 'cây', 'chỉ', 'sợ', 'ngột', 'mùi', 'hoa', 'sữa', 'cười_chảy_nước_mắt']"
đúng các anh 2 nghĩ ra nhiều kiểu quá,Enjoyment,"['đúng', 'anh', '2', 'nghĩ', 'nhiều', 'kiểu']"
ai biết bài nhạc đoạn này không ?,Other,"['ai', 'biết', 'bài', 'nhạc', 'đoạn', 'không', '?']"
"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",Other,"['chạy', 'tới', 'đưa', 'đồ', 'nó', 'trượt', 'chân', 'té', 'sấp', 'mặt', 'luôn']"
thế là đúng quy trình rồi,Other,"['thế là', 'đúng', 'quy trình']"
trường rẻ rách thật học sinh quên phụ huynh quên trường nhắc nhắn tin đủ kiểu nhưng trường quên thì phụ huynh nhắc mãi mới có phản hồi thì không thấy nói gì cười,Anger,"['trường', 'rẻ rách', 'học sinh', 'quên', 'phụ huynh', 'quên', 'trường', 'nhắc', 'nhắn tin', 'đủ', 'kiểu', 'nhưng', 'trường', 'quên', 'phụ huynh', 'nhắc', 'mãi', 'mới', 'phản hồi', 'không', 'thấy', 'nói', 'gì', 'cười']"
"đã xấu còn ngáo , lại còn tham ăn nữa ?",Disgust,"['xấu', 'còn', 'ngáo', 'còn', 'tham ăn', '?']"
tôi tưởng có mình tôi chứ cười,Surprise,"['tôi', 'tưởng', 'mình', 'tôi', 'chứ', 'cười']"
đụng vào cái là mày tới chuyện dí tao,Anger,"['đụng', 'vào', 'cái', 'mày', 'tới', 'chuyện', 'dí', 'tao']"
yêu hay không yêu không yêu hay yêu nói 1 lời cười_chảy_nước_mắt,Enjoyment,"['yêu', 'hay', 'không', 'yêu', 'không', 'yêu', 'hay', 'yêu', 'nói', '1', 'lời', 'cười_chảy_nước_mắt']"
vện vàng dạo này im nhỉ không thấy sủa bắc kỳ nữa,Other,"['vện', 'vàng', 'dạo', 'im nhỉ', 'không', 'thấy', 'sủa', 'bắc', 'kỳ']"
per cười không bù cho nhũng người như cta,Sadness,"['per', 'cười', 'không', 'bù', 'nhũng', 'người', 'cta']"
"dume tao từ giờ sẽ bỏ thích cái page này huhu , nghiệp mà",Disgust,"['dume', 'tao', 'từ', 'giờ', 'bỏ', 'thích', 'cái', 'page', 'huhu', 'nghiệp']"
con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak,Anger,"['con', 'mụ', 'mất', 'dạy', 'già', 'lăng loàn', 'thấy', 'người', 'ta', 'yếu thế', 'hơn', 'khôg', 'giúp', 'dựng', 'cái', 'xe', 'dậy', 'nói', 'nhau', 'vài', 'câu', 'tử tế', 'còn', 'tỏ', 'nguy hiểm', 'định', 'ăn cức', 'người', 'ta', 'ak']"
vớ vẩn thặc ! marketing cũng có dăm bảy loại và tùy lĩnh vực . dăm ba cái này đăng mà không đọc à,Disgust,"['vớ', 'vẩn', 'thặc', '! marketing', 'cũng', 'dăm bảy', 'loại', 'tùy', 'lĩnh vực', 'dăm ba', 'cái', 'đăng', 'không', 'đọc', 'à']"
để anh dẫn em đi ăn nha cười,Enjoyment,"['để', 'anh', 'dẫn', 'em', 'ăn nha', 'cười']"
nhảy tụt quần là có thật,Surprise,"['nhảy', 'tụt', 'quần']"
phải biết thiên thời địa lợi nhân hòa bình_thản,Other,"['phải', 'biết', 'thiên thời', 'địa lợi', 'nhân hòa', 'bình_thản']"
địt mẹ mấy thằng nhà quê,Disgust,"['địt', 'mẹ', 'mấy', 'thằng', 'nhà quê']"
vui tính quá ? vừa kết bạn xong ?,Enjoyment,"['vui', 'tính', '?', 'vừa', 'kết bạn', 'xong', '?']"
tao đa khóc khi xem phim này khóc_nức_nở,Sadness,"['tao', 'đa', 'khóc', 'xem', 'phim', 'khóc_nức_nở']"
per anh tải cái này về cho per học nè . thú vị ghê,Enjoyment,"['per', 'anh', 'tải', 'cái', 'về', 'per', 'học', 'nè', 'thú vị', 'ghê']"
đó là của bạn thôi bạn hài lòng với nó thì đâu có gì để nghĩ ngợi đâu,Other,"['bạn', 'bạn', 'hài lòng', 'nó', 'đâu', 'gì', 'để', 'nghĩ ngợi', 'đâu']"
per xem câu chuyện hư cấu này giết thời gian này vỗ_tay,Other,"['per', 'xem', 'câu chuyện', 'hư cấu', 'giết', 'thời gian', 'vỗ_tay']"
ngủ gật hả trời,Surprise,"['ngủ', 'gật', 'hả', 'trời']"
"thằng nào vẽ đẹp , vẽ giúp tao tấm ảnh per phòng hờ cúp điện không có tài liệu quay tay buồn",Enjoyment,"['thằng', 'nào', 'vẽ', 'đẹp', 'vẽ', 'giúp', 'tao', 'tấm', 'ảnh', 'per', 'phòng', 'hờ', 'cúp', 'điện', 'không', 'tài liệu', 'quay', 'tay', 'buồn']"
huhu xem mà muốn khóc vãi,Sadness,"['huhu', 'xem', 'muốn', 'khóc', 'vãi']"
chủ tịch lén lút dùng đồ của vợ làm vlog và cái kết ?,Other,"['chủ tịch', 'lén lút', 'dùng', 'đồ', 'vợ', 'làm', 'vlog', 'cái', 'kết', '?']"
cải ngu lắm . chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông,Disgust,"['cải ngu', 'lắm', 'chưa', 'ai', 'ngu', 'cải tao', 'không', 'yêu', 'yêu', 'đứa', 'vừa', 'béo', 'vừa', 'lắm', 'lông']"
huhu thế nên mới ước mơ có chiếc xe ô tô xe máy nhiều tai nạn giao thông quá,Sadness,"['huhu', 'thế', 'mới', 'ước mơ', 'chiếc', 'xe', 'ô tô', 'xe máy', 'nhiều', 'tai nạn', 'giao thông']"
chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn,Disgust,"['chả', 'bù', 'tao', 'thời', 'hoc', 'mẫu giáo', 'thằng', 'nào', 'lộn xộn', 'không', 'vào', 'mắt', 'tao', 'ăn đấm', 'luôn']"
mẹ chồng cay nghiệt cười,Disgust,"['mẹ', 'chồng', 'cay nghiệt', 'cười']"
"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết",Disgust,"['không', 'biết', 'bác', 'dạy', 'sao', 'đến nỗi', 'còn', 'tao', 'dạy', 'nhận', 'tiền mặt', 'dạy', '10', 'ngày', 'phụ huynh', 'trả', 'luôn', 'tiền', 'tháng', 'chứ', 'không', 'nhập nhằng', 'gì', 'hết']"
đổi pas két sắt là vừa không đổi là nó lấy sổ đỏ nó bán nhà đùa,Fear,"['đổi', 'pas', 'két', 'sắt', 'vừa', 'không', 'đổi', 'nó', 'lấy', 'sổ đỏ', 'nó', 'bán', 'nhà', 'đùa']"
người ta đá hay bảo ăn đòn thằng admin ngu cười_lớn,Disgust,"['người', 'ta', 'đá', 'hay', 'bảo', 'ăn', 'đòn', 'thằng', 'admin', 'ngu', 'cười_lớn']"
trách ai bây giờ đây huhu,Sadness,"['trách', 'ai', 'bây giờ đây', 'huhu']"
bạn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he . n . tai đùa,Other,"['bạn', 'tao', 'vẽ', 'đẹp vãi', 'nhưng', 'nó', 'mắc', 'bệnh', 'lười', 'nếu', 'nó', 'vẽ', 'nó', 'vẽ', 'he', 'n', 'tai', 'đùa']"
cười xĩu,Enjoyment,"['cười', 'xĩu']"
mày xuống thì xuống mẹ mày đi . ngứa cả mắt thở_dài,Anger,"['mày', 'xuống', 'xuống', 'mẹ', 'mày', 'ngứa', 'cả', 'mắt', 'thở_dài']"
nghe như hát trầu văn,Disgust,"['nghe', 'hát', 'trầu văn']"
má ơi ai mướn vậy hả,Anger,"['má', 'ơi', 'ai', 'mướn', 'hả']"
cần gì làm quá như thế đùa,Disgust,"['cần', 'gì', 'làm', 'như thế', 'đùa']"
"hắt xì mệt quá , muốn bắn , muốn làm việc buồn",Sadness,"['hắt', 'xì mệt', 'muốn', 'bắn', 'muốn', 'làm việc', 'buồn']"
"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề",Enjoyment,"['chẳng', 'phải', 'chuyện', 'hài', 'nhưng', 'sao', 'tao', 'thấy', 'buồn cười', 'chắc', 'thần kinh', 'vấn đề']"
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ . đcm xả rác đổ tùm lum rồi xé giấy . nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy . tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó . mặt đẹp mà tính ở dơ,Disgust,"['mấy', 'con', 'quán', 'biết', 'bọn', 'mày', 'bỏ', 'tiền', 'nhưng', 'làm', 'người', 'văn hóa', 'ạ', 'đcm', 'xả', 'rác', 'đổ', 'tùm lum', 'xé', 'giấy', 'nói chung', 'bọn', 'nó', 'cái', 'chỗ', 'kiểu', 'ngành', 'luôn', 'ấy', 'tưởng', 'bỏ', 'tiền', 'làm', 'cha', 'làm', 'mẹ', 'người', 'ta', 'z', 'mặt', 'đẹp', 'tính', 'dơ']"
per hồi ở tam kì hay nghe . giờ nghe lại buồn ds,Sadness,"['per', 'hồi', 'tam kì', 'hay', 'nghe', 'giờ', 'nghe', 'buồn', 'ds']"
nhìn có coi được không chán,Anger,"['nhìn', 'coi', 'không', 'chán']"
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ buồn,Fear,"['đề nghị', 'admin', 'xóa', 'bài', 'ạ', 'chứ', 'bố mẹ', 'em', 'sắp', 'chợ', 'về', 'ạ', 'buồn']"
cũng từng như này rồi che_miệng,Other,"['cũng', 'từng', 'che_miệng']"
dume nghe kể mà đau cổ họng vãi cười,Fear,"['dume', 'nghe', 'kể', 'đau', 'cổ họng', 'vãi', 'cười']"
hi vọng câu chuyện admin vừa bịa ra giúp các bạn có thêm niềm tin trong cuộc sống cười_chảy_nước_mắt .,Enjoyment,"['hi vọng', 'câu chuyện', 'admin', 'vừa', 'bịa', 'giúp', 'bạn', 'thêm', 'niềm tin', 'cuộc sống', 'cười_chảy_nước_mắt']"
"nội bộ lục đục , được nước thả câu lại nhường cho 30 cổ phần cho trung quốc . thế là thương hiệu việt nhưng công nghệ tq chán",Disgust,"['nội bộ', 'lục đục', 'nước', 'thả', 'câu', 'nhường', '30', 'cổ phần', 'trung quốc', 'thế là', 'thương hiệu', 'việt', 'nhưng', 'công nghệ', 'tq', 'chán']"
cơ bản cố tình mặc phản cảm thì xác định nhận lời không hay và ánh nhìn phán xét bạn có quyền tự do ăn mặc thì chúng tôi cũng có quyền đánh giá những cái đánh giá vô hình tạo nên tiêu chuẩn chung của xã hội mà đã là tiêu chuẩn chung thì việc bạn làm trò khác người thì bị phán xét là đúng rồi chúng tôi đa số là người bình thường đều có tham sân si không phải phật cười,Disgust,"['cơ bản', 'cố tình', 'mặc', 'phản cảm', 'xác định', 'nhận lời', 'không', 'hay', 'ánh', 'nhìn', 'phán xét', 'bạn', 'quyền', 'tự do', 'ăn mặc', 'chúng tôi', 'cũng', 'quyền', 'đánh giá', 'cái', 'đánh giá', 'vô hình', 'tạo', 'tiêu chuẩn', 'chung', 'xã hội', 'tiêu chuẩn', 'chung', 'việc', 'bạn', 'làm trò', 'khác', 'người', 'phán xét', 'đúng', 'chúng tôi', 'đa số', 'người', 'bình thường', 'đều', 'tham sân', 'si', 'không', 'phải', 'phật', 'cười']"
cao su không thu mà đồi cao su đắt vậy,Other,"['cao su', 'không', 'thu', 'đồi', 'cao su', 'đắt']"
per người yêu công sở nè cười_chảy_nước_mắt,Enjoyment,"['per', 'người yêu', 'công sở', 'nè', 'cười_chảy_nước_mắt']"
"dume , cái hồi học lớp 8 , chương cuối của quyển sách cô bảo tự học",Disgust,"['dume', 'cái', 'hồi', 'học', 'lớp', '8', 'chương', 'cuối', 'quyển', 'sách', 'cô', 'bảo', 'tự', 'học']"
ừ . ừ cười dume cười gần chết đùa,Enjoyment,"['ừ', 'ừ', 'cười', 'dume cười', 'gần', 'chết', 'đùa']"
người_ta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ cười_chảy_nước_mắt,Other,"['người_ta', 'lở', 'ăn', 'vụn tha', 'lúc', 'đầu', 'thấy', 'êm', 're tội', 'quá chừng', 'lúc', 'sau', 'tức', 'nước', 'vở', 'bờ', 'cười_chảy_nước_mắt']"
xin lỗi nhưng mình thấy không an toàn phòng cháy chữa cháy,Fear,"['xin lỗi', 'nhưng', 'mình', 'thấy', 'không', 'an toàn', 'phòng', 'cháy', 'chữa cháy']"
bếp dầu hỏa chứ cái gì,Other,"['bếp', 'dầu', 'hỏa', 'chứ', 'cái', 'gì']"
hoan hô anh cười_chảy_nước_mắt cười_tươi,Enjoyment,"['hoan', 'hô', 'anh', 'cười_chảy_nước_mắt', 'cười_tươi']"
năm nay chạnh lòng quá . haiz,Sadness,"['năm', 'nay', 'chạnh lòng', 'haiz']"
tại sao không áp dụng khoảng 2 điều 320 luật hình sự 2015 phạt tù từ 3 10 năm về tội hành nghề mê tín dị đoan gây ảnh hưởng xấu đến an ninh trật tự và an toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành chính 5 tr thôi khó_xử,Disgust,"['tại sao', 'không', 'áp dụng', 'khoảng', '2', 'điều', '320', 'luật hình sự', '2015', 'phạt', 'tù', 'từ', '3', '10', 'năm', 'về', 'tội', 'hành nghề', 'mê tín', 'dị đoan', 'gây', 'ảnh hưởng', 'xấu', 'an ninh', 'trật tự', 'an toàn', 'xh', 'chỉ', 'phạt', 'con', 'mụ', '5', 'triệu', 'đồng', '?', 'hay là', 'vong', 'đòi', 'phạt', 'hành chính', '5', 'tr', 'khó_xử']"
"đúng luật thị trường cung cầu thôi . ai cấm các bác ra phố gửi xe , hoặc đi taxi đến . chui vào viện làm gì ?",Other,"['đúng', 'luật', 'thị trường', 'cung cầu', 'ai', 'cấm', 'bác', 'phố', 'gửi', 'xe', 'hoặc', 'taxi', 'chui', 'vào', 'viện', 'làm', 'gì', '?']"
thật là một sự mỉa mai,Other,"['sự', 'mỉa mai']"
kaka cái mặt bà kìa,Enjoyment,"['kaka', 'cái', 'mặt', 'bà', 'kìa']"
có thể là rút luôn 5 tr ra từ hư không,Other,"['có thể', 'rút', 'luôn', '5', 'tr', 'từ', 'hư', 'không']"
để nó vậy không thấy tội sao,Sadness,"['để', 'nó', 'không', 'thấy', 'tội', 'sao']"
ra đường không cầm theo đá phong thủy rồi,Other,"['đường', 'không', 'cầm', 'theo', 'đá', 'phong thủy']"
tôi không nói về những người trong hình nhưng mà nhiều người cứ bảo thời đại được phép tự do ăn mặc muốn mặc gì ra đường thì quyền của họ nhưng xin thưa đây là việt nam có truyền thống riêng và văn hóa khác phương tây mà việc mặc những bộ đồ mà nhạy cảm ra đường thì phải chấp nhận ánh mắt dò xét của người khác,Anger,"['tôi', 'không', 'nói', 'về', 'người', 'hình', 'nhưng mà', 'nhiều', 'người', 'cứ', 'bảo', 'thời đại', 'phép', 'tự do', 'ăn mặc', 'muốn', 'mặc', 'gì', 'đường', 'quyền', 'họ', 'nhưng', 'xin', 'thưa', 'đây', 'việt nam', 'truyền thống', 'riêng', 'văn hóa', 'khác', 'phương tây', 'việc', 'mặc', 'bộ đồ', 'nhạy cảm', 'đường', 'phải', 'chấp nhận', 'ánh', 'mắt', 'dò xét', 'người', 'khác']"
gần 10 năm rồi coi đi coi lại cũng gần 30 lần . nhớ !,Enjoyment,"['gần', '10', 'năm', 'coi', 'coi', 'cũng', 'gần', '30', 'lần', 'nhớ', '!']"
tao vẫn nấu hôm trời mất điện,Other,"['tao', 'vẫn', 'nấu', 'hôm', 'trời', 'mất', 'điện']"
nhớ mèo của tôi đáng_yêu,Sadness,"['nhớ', 'mèo', 'tôi', 'đáng_yêu']"
mày vừa tuột quần xuống nó sẽ hôn con họa mi của mày,Other,"['mày', 'vừa', 'tuột', 'quần', 'xuống', 'nó', 'hôn con', 'họa mi', 'mày']"
cho em canh với . hehe,Enjoyment,"['em', 'canh', 'hehe']"
có những người chỉ cảm thấy mình tồn tại khi được chửi bới .,Other,"['người', 'chỉ', 'cảm thấy', 'mình', 'tồn tại', 'chửi bới']"
sẽ hấp dẫn hơn khi dưới sông có cá sấu cười lót dép hóng,Enjoyment,"['hấp dẫn', 'hơn', 'dưới', 'sông', 'cá sấu', 'cười', 'lót dép', 'hóng']"
quên đào tạo đạo đức thôi mà báo làm căng vãi cười_chảy_nước_mắt,Disgust,"['quên', 'đào tạo', 'đạo đức', 'báo', 'làm', 'căng', 'vãi', 'cười_chảy_nước_mắt']"
liệu có bền lâu,Other,"['liệu', 'bền', 'lâu']"
hèn dì mấy nay đi học thấy bạn của crush nhìn mình cười,Enjoyment,"['hèn dì', 'mấy', 'nay', 'học', 'thấy', 'bạn', 'crush', 'nhìn', 'mình', 'cười']"
lại mèo cam cười_chảy_nước_mắt,Surprise,"['mèo', 'cam cười_chảy_nước_mắt']"
dự là sắp có án mạng xảy ra cười_chảy_nước_mắt,Other,"['dự', 'sắp', 'án mạng', 'xảy', 'cười_chảy_nước_mắt']"
vãi_lồn đánh đòn hic cười,Sadness,"['vãi_lồn', 'đánh đòn', 'hic', 'cười']"
phận làm trai nào sung sướng gì cười_chảy_nước_mắt,Sadness,"['phận', 'làm', 'trai', 'nào', 'sung sướng', 'gì', 'cười_chảy_nước_mắt']"
thật khó để có cả 2 khi chúng ta còn trẻ cười,Sadness,"['khó', 'để', 'cả', '2', 'chúng ta', 'còn', 'trẻ', 'cười']"
"dân trí thấp , trẻ trâu , trai làng mỉm_cười",Disgust,"['dân trí', 'thấp', 'trẻ', 'trâu', 'trai', 'làng', 'mỉm_cười']"
quả drama khi nàng say giấc là minh chứng rõ ràng nhất cho ví dụ trên cười,Other,"['quả', 'drama', 'nàng', 'say giấc', 'minh chứng', 'rõ ràng', 'nhất', 'ví dụ', 'trên', 'cười']"
khôn vặt như này ai chơi lại,Disgust,"['khôn vặt', 'ai', 'chơi']"
dùng xsm ủng hộ đứa dùng 15 prm răng sâu đi ủng hộ đứa làm răng sứ à cười cười ẻ các mạnh thường quân kiểu đó,Disgust,"['dùng', 'xsm', 'ủng hộ', 'đứa', 'dùng', '15', 'prm', 'răng', 'sâu', 'ủng hộ', 'đứa', 'làm', 'răng sứ', 'à', 'cười cười', 'ẻ', 'mạnh thường quân', 'kiểu']"
per 1 lần chơi lớn xem em có trầm trồ,Other,"['per', '1', 'lần', 'chơi', 'lớn', 'xem', 'em', 'trầm trồ']"
hahaha lúc trước ca làm có 4 chị em vui biết bao cười,Enjoyment,"['hahaha', 'lúc', 'trước', 'ca', 'làm', '4', 'chị em', 'vui', 'biết bao', 'cười']"
"có bài hát cuộc đời vẫn đẹp sao , tình yêu vẫn đẹp sao",Enjoyment,"['bài', 'hát', 'cuộc đời', 'vẫn', 'đẹp sao', 'tình yêu', 'vẫn', 'đẹp', 'sao']"
đỉnh chóp mình nhà 280 mét vuông sàn duplex nhưng vẫn thấy chật chội dù chỉ ở 2 người,Disgust,"['đỉnh', 'chóp', 'mình', 'nhà', '280', 'mét vuông', 'sàn', 'duplex', 'nhưng', 'vẫn', 'thấy', 'chật chội', 'dù', 'chỉ', '2', 'người']"
tiền bạc là phù du . nhiêu đó cho luôn cười_chảy_nước_mắt,Other,"['tiền bạc', 'phù du', 'nhiêu', 'luôn', 'cười_chảy_nước_mắt']"
đi ô tô thượng đẳng quá à,Disgust,"['ô tô', 'thượng đẳng', 'à']"
dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết,Disgust,"['dị ứng', 'kiểu', 'nhắn tin', 'riêng tư', 'cả', 'thế giới', 'đều', 'biết']"
cảm ơn . anh .,Enjoyment,"['cảm ơn', 'anh']"
nhện thông minh quá per,Enjoyment,"['nhện', 'thông minh', 'per']"
chỉ để nhìn cái thôi cười,Enjoyment,"['chỉ', 'để', 'nhìn', 'cái', 'cười']"
tao coi tao sợ nó lọt quá bây,Fear,"['tao', 'coi', 'tao', 'sợ', 'nó', 'lọt', 'bây']"
nó sẵn sàng kiếm cớ bỏ người đang quen để theo người có tiền nhiều hơn,Disgust,"['nó', 'sẵn sàng', 'kiếm', 'cớ', 'bỏ', 'người', 'quen', 'để', 'theo', 'người', 'tiền', 'nhiều', 'hơn']"
mẹ tao thèm gì không mua cho tao ăn được thì tao tự mua mà mua rồi về hỏi tao thì tao nói mà nói giá rồi mà nhăng hé là bóp vô mặt liền để lần sau khỏi hỏi,Anger,"['mẹ', 'tao', 'thèm', 'gì', 'không', 'mua', 'tao', 'ăn', 'tao', 'tự', 'mua', 'mua', 'về', 'hỏi', 'tao', 'tao', 'nói', 'nói', 'giá', 'nhăng hé', 'bóp', 'vô mặt', 'liền', 'để', 'lần', 'sau', 'khỏi', 'hỏi']"
nói thiệt là 10 người thanh hóa hết 9 người chả ra gì .,Disgust,"['nói', 'thiệt', '10', 'người', 'thanh hóa', 'hết', '9', 'người', 'chả', 'gì']"
bộ cứ thân là ở với nhau được à ? sai lầm vãi,Disgust,"['bộ', 'cứ', 'thân', 'nhau', 'à', '?', 'sai lầm', 'vãi']"
"vừa về xong , phải nói là đông vãi đông chứ không phải đông bình thường cười",Enjoyment,"['vừa', 'về', 'xong', 'phải', 'nói', 'đông vãi', 'đông', 'chứ', 'không', 'phải', 'đông', 'bình thường', 'cười']"
vui chơi không an toàn gì cả,Disgust,"['vui chơi', 'không', 'an toàn', 'gì', 'cả']"
ác,Surprise,['ác']
per đồ ảo tưởng,Disgust,"['per', 'đồ', 'ảo tưởng']"
khác xưa thật mà,Other,"['khác', 'xưa']"
địt_mẹ y chang mẹ tao chửi tao luôn cười,Surprise,"['địt_mẹ', 'y chang', 'mẹ', 'tao', 'chửi', 'tao', 'luôn', 'cười']"
phải tao tao vứt luôn xe ?,Sadness,"['phải', 'tao', 'tao', 'vứt', 'luôn', 'xe', '?']"
đôi khi đi tù chỉ để thỏa mãi thú vui,Enjoyment,"['đôi khi', 'tù', 'chỉ', 'để', 'thỏa', 'mãi', 'thú vui']"
không liên quan nhưng sao mị thấy mông bos cong quá đi a,Enjoyment,"['không', 'liên quan', 'nhưng', 'sao', 'mị', 'thấy', 'mông', 'bos', 'cong', 'a']"
"chưa muốn lấy , cơ hội vẫn chia đều cho tất cả các anh :",Enjoyment,"['chưa', 'muốn', 'lấy', 'cơ hội', 'vẫn', 'chia', 'đều', 'tất cả', 'anh']"
chỉ khổ các con thôi ! sao người ta lại có thể mất nhân tính như vậy,Sadness,"['chỉ', 'khổ', 'con', '! sao', 'người', 'ta', 'có thể', 'mất', 'nhân tính', 'như vậy']"
toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,Disgust,"['toàn', 'để', 'báo', 'nó', 'giật tít', 'không', 'thèm', 'đọc', 'cả', 'bài', 'giãy nảy', 'lên', 'đỉa', 'phải', 'vôi']"
nói chung là ai nào buông tay thì người chết vẫn là mấy đứa con gái như tao khóc_nức_nở,Sadness,"['nói chung', 'ai', 'nào', 'buông tay', 'người', 'chết', 'vẫn', 'mấy', 'đứa', 'con', 'gái', 'tao', 'khóc_nức_nở']"
thay chữ thâm thành dâm mẹ đi,Anger,"['thay', 'chữ', 'thâm', 'thành dâm', 'mẹ']"
"rẻ nhỉ , sao có thể giảm tới mức đó vậy ta",Surprise,"['rẻ', 'nhỉ', 'sao', 'có thể', 'giảm', 'tới', 'mức', 'ta']"
per kìa 3 chị em vào mà hốt hàng về đi chứ hâha,Enjoyment,"['per', 'kìa', '3', 'chị em', 'vào', 'hốt', 'hàng', 'về', 'chứ', 'hâha']"
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò hậm_hực,Anger,"['hồi', 'lúc', 'nhà', 'tao', 'nuôi', 'mấy', 'con', 'ngỗng', 'mỗi', 'lần', 'ngang', 'nó', 'nó', 'đòi', 'dí', 'cắn', 'tao', 'người', 'nó', 'ăn', 'thứ', 'ngu', 'bò', 'hậm_hực']"
lần đầu gặp anh cũng là phòng gym cười,Enjoyment,"['lần', 'đầu', 'gặp', 'anh', 'cũng', 'phòng', 'gym', 'cười']"
lâu rồi chưa nghe . nghe lại vẫn hay và ngấm như ngày nào cười,Enjoyment,"['lâu', 'chưa', 'nghe', 'nghe', 'vẫn', 'hay', 'ngấm', 'ngày', 'nào', 'cười']"
bos dễ thương hết sức,Enjoyment,"['bos', 'dễ thương', 'hết sức']"
tuổi thơ tôi toàn gặp những thằng mất dậy và toàn đánh nhau với chúng . tuổi thơ nợ tôi quá nhiều,Sadness,"['tuổi thơ', 'tôi', 'toàn', 'gặp', 'thằng', 'mất', 'dậy', 'toàn', 'đánh', 'nhau', 'chúng', 'tuổi thơ', 'nợ', 'tôi', 'nhiều']"
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được mỉm_cười",Disgust,"['bạn', 'trai', 'tao', 'cắt', 'tóc', 'xong', 'cái', 'đầu', 'cái', 'đầu', 'buồi', 'không', 'lệch', 'vào', 'đâu', 'mỉm_cười']"
"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được .",Disgust,"['lạ kì', 'kì thi', 'quan trọng', 'như vầy', 'vẫ', 'nhầm', 'đề']"
cưới xong không biết cô dâu còn tồn tại không cười_lăn_lộn_trên_sàn,Fear,"['cưới', 'xong', 'không', 'biết', 'cô dâu', 'còn', 'tồn tại', 'không', 'cười_lăn_lộn_trên_sàn']"
truyện đặng như kim nèk . tụi bây còn ăn hiếp anh nữa là hối hận không kịp nhé,Anger,"['truyện', 'đặng', 'kim nèk', 'tụi', 'bây', 'còn', 'ăn hiếp', 'anh', 'hối hận', 'không', 'kịp', 'nhé']"
