Sentence,Emotion,Tokenized_Sentence
sợ thì vkl,Fear,"['sợ', 'vkl']"
cái_lồn_má đêm rồi tha cho tao mỉm_cười tao đéo muốn chạy xuống dưới nhà hoặc là nhịn đến sáng mai đâu mỉm_cười con gì thì con kệ mẹ mỉm_cười đừng nhắc đến nhện mỉm_cười,Fear,"['cái_lồn_má', 'đêm', 'tha', 'tao', 'mỉm_cười', 'tao', 'đéo', 'muốn', 'chạy', 'xuống', 'dưới', 'nhà', 'hoặc', 'nhịn', 'sáng mai', 'đâu', 'mỉm_cười', 'con', 'gì', 'con', 'kệ', 'mẹ', 'mỉm_cười', 'đừng', 'nhắc', 'nhện', 'mỉm_cười']"
"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều",Anger,"['đỗ', 'đường', 'cấm', 'đỗ', 'đỗ', 'gần', 'ngã', 'ba', 'sai', 'hoàn toàn', 'vẫn', 'người', 'vào', 'bênh', 'em', 'chủ thớt', 'em', 'cứ', 'để', 'họ', 'đỗ', 'thoải mái', 'gọi', 'phường', 'tới', 'làm việc', 'cần', 'gì', 'phải', 'nói', 'nhiều']"
may quá lớp tao không phải thế cười,Enjoyment,"['may', 'lớp', 'tao', 'không', 'phải', 'thế', 'cười']"
"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !",Enjoyment,"['võ nghệ', 'cao siêu', 'mấy', 'cũng', 'phụ thuộc', 'vào', 'hung khí', 'em', 'biết', 'điều', 'lên', 'không', 'bao giờ', 'em', 'học', 'võ', 'tự', 'xắm', 'mình', 'khẩu', 'hoa cải', '!']"
phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát bên tao cả một đội quân suy_nghĩ,Other,"['phải', 'chi', 'lúc', 'thằng', 'per', 'bảo', 'câm', 'mồm', 'đập', 'bàn', 'đứng', 'lên', 'quát', 'bên', 'tao', 'cả', 'đội', 'quân', 'suy_nghĩ']"
chúng tôi gọi đây nà chất đùa,Enjoyment,"['chúng tôi', 'gọi', 'đây', 'nà', 'chất', 'đùa']"
"per nuôi móng đi anh , mai mốt cắt đem vô triển lãm",Other,"['per', 'nuôi', 'móng', 'anh', 'mai mốt', 'cắt', 'đem', 'vô', 'triển lãm']"
"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi dễ_thương",Other,"['kể', 'mình', 'cũng', 'tỏ tình', 'lãng mạn', 'kiểu', 'ôi', 'ngủ', 'muộn', 'dễ_thương']"
nếu người dân mà làm thế này thì phải truy cứu trách nhiệm hình sự,Other,"['nếu', 'người dân', 'làm', 'thế này', 'phải', 'truy cứu', 'trách nhiệm', 'hình sự']"
nhìn thấy ghê à,Disgust,"['nhìn', 'thấy', 'ghê', 'à']"
ông bà xinh quá suy_xét,Enjoyment,"['ông bà', 'xinh', 'suy_xét']"
"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết al vào mình .",Sadness,"['tao', 'cũng', 'người', 'cuối cùng', 'khỏi', 'căn', 'phòng', 'ấy', 'ngắm nghía', 'lần', 'cuối', 'rời', 'khép', '3', 'năm', 'đẹp', 'nhất', 'đời', 'người', 'tao', 'không', 'khóc', 'nhưng', 'lòng', 'rối bời', 'muốn', 'ôm', 'hết', 'al', 'vào', 'mình']"
nhìn khó chịu vãi,Disgust,"['nhìn', 'khó chịu', 'vãi']"
hm hãy tưởng tượng nó là một chú gián xink xắm xòe cánh thiên thần bay đến . thất_vọng,Enjoyment,"['hm', 'hãy', 'tưởng tượng', 'nó', 'chú', 'gián xink', 'xắm', 'xòe', 'cánh', 'thiên thần', 'bay', 'thất_vọng']"
xin phép phẫn nộ,Anger,"['xin', 'phép', 'phẫn nộ']"
per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp,Fear,"['per thể loại', 'tao', 'thích', 'nè', 'nhưng', 'mày', 'coi', 'tao', 'nha', 'không', 'tao', 'khóc', 'thét rạp']"
thế cuối cùng có chống được chuột không,Other,"['thế', 'cuối cùng', 'chống', 'chuột', 'không']"
đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn . cái này là sự ý thức thôi,Enjoyment,"['đám', 'tụi', 'tao', 'chơi', 'xưa nay', 'đều', 'dọn', 'sạch đồ', 'mình', 'kêu', 'hoặc', 'xếp', 'gọn', 'một chút', 'người', 'ta', 'đỡ', 'dọn', 'cái', 'sự', 'ý thức']"
"per vong đòi ít thế nhờ , phải 2 tỷ rồi cho trả góp chứ",Disgust,"['per vong', 'đòi', 'ít', 'thế', 'nhờ', 'phải', '2', 'tỷ', 'trả góp', 'chứ']"
cái video đầu làm hết hồn per per,Fear,"['cái', 'video', 'đầu', 'làm', 'hết', 'hồn', 'per', 'per']"
phim hay vãi ấy xem lâu lắm rồi,Enjoyment,"['phim', 'hay', 'vãi', 'ấy', 'xem', 'lâu', 'lắm']"
chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm cười,Anger,"['chồng', 'tao', 'nói', 'thế', 'tao', 'vả', 'vỡ', 'con', 'mẹ', 'nó', 'mồm', 'cười']"
thật đáng sợ,Fear,"['đáng', 'sợ']"
per đem rác về nhà vứt luôn haha,Enjoyment,"['per', 'đem', 'rác', 'về', 'nhà', 'vứt', 'luôn', 'haha']"
thế mà cũng 5 năm rồi . tim,Enjoyment,"['thế', 'cũng', '5', 'năm', 'tim']"
bếp dầu này hiện đại rồi,Other,"['bếp', 'dầu', 'hiện đại']"
chẳng hiểu sao tao cười sặc sụa,Enjoyment,"['chẳng', 'hiểu', 'sao', 'tao', 'cười', 'sặc sụa']"
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà cười_lăn_lộn_trên_sàn,Other,"['ngày', 'nào', 'cũng', 'bỏ', 'lỡ', 'ngày', 'nào', 'đâu', 'cười_lăn_lộn_trên_sàn']"
chỉ cần chọn đúng người đúng thời điểm thôi,Other,"['chỉ', 'cần', 'chọn', 'đúng', 'người', 'đúng', 'thời điểm']"
kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối suy_nghĩ,Sadness,"['kết thúc', '3', 'năm', 'cấp', '3', 'khoảng', 'tg', 'đẹp', 'nhất', 'nhưng', 'nó', 'ta', 'nhiều', 'kỷ niệm', 'đầy', 'tiếc nuối', 'suy_nghĩ']"
bán vé số tháng kiếm 10 tr nha . nghe ông cười_lớn nao trong quốc hội nói vậy .,Disgust,"['bán', 'vé số', 'tháng', 'kiếm', '10', 'tr nha', 'nghe', 'ông', 'cười_lớn nao', 'quốc hội', 'nói']"
trông tội vãi,Sadness,"['trông', 'tội', 'vãi']"
"tưởng chỉ có trong phim thôi chứ , nay chơi vậy luôn à",Surprise,"['tưởng', 'chỉ', 'phim', 'chứ', 'nay', 'chơi', 'luôn', 'à']"
tao mới mọc răng khôn huhu,Sadness,"['tao', 'mới', 'mọc', 'răng', 'khôn huhu']"
cái này là ở đâu vậy ?,Other,"['cái', 'đâu', '?']"
học xong lớp 12 tao chỉ mong 1 đều đừng bao giờ có họp lớp cười,Other,"['học', 'xong', 'lớp', '12', 'tao', 'chỉ', 'mong', '1', 'đều', 'đừng', 'bao giờ', 'họp', 'lớp', 'cười']"
"cứ đem lửa than , nước chay , sau đó cắt ngay ra ăn chấm muối là ngon , vẽ chuyện kiến với chả ong .",Disgust,"['cứ', 'đem', 'lửa', 'than', 'nước', 'chay', 'sau', 'cắt', 'ngay', 'ăn chấm', 'muối', 'ngon', 'vẽ', 'chuyện kiến', 'chả ong']"
nhìn dáng đi mà nhớ ông nội thất_vọng,Sadness,"['nhìn', 'dáng', 'nhớ', 'ông', 'nội thất_vọng']"
để 1 ngày là khó chịu rồi,Anger,"['để', '1', 'ngày', 'khó chịu']"
được đấy tao thích,Enjoyment,"['đấy', 'tao', 'thích']"
"lừa đảo có quy mô đủ để truy tố hình sự rồi nhé , 5 triệu liệu có đủ sức cho chúng sợ không ? ! hay là chúng mày lại bị cái chùa ba vàng mua hết nhân tính rồi ?",Disgust,"['lừa đảo', 'quy mô', 'đủ', 'để', 'truy tố', 'hình sự', 'nhé', '5', 'triệu', 'liệu', 'đủ', 'sức', 'chúng', 'sợ', 'không', '?', '!', 'hay là', 'chúng mày', 'cái', 'chùa', 'ba', 'vàng', 'mua', 'hết', 'nhân tính', '?']"
chúc đại kỷ nguyên có một buổi tối ấm áp nha tim,Enjoyment,"['chúc', 'đại kỷ nguyên', 'buổi', 'tối', 'ấm áp nha', 'tim']"
trồi ôi bài hát đỉnh cao,Enjoyment,"['trồi', 'ôi', 'bài', 'hát', 'đỉnh cao']"
"từ không tật nguyền , trở thành tật nguyền để nuôi mấy cái không đáng cười",Disgust,"['từ', 'không', 'tật nguyền', 'trở thành', 'tật nguyền', 'để', 'nuôi', 'mấy', 'cái', 'không', 'đáng', 'cười']"
lần đầu gặp anh cũng là phòng gym cười,Enjoyment,"['lần', 'đầu', 'gặp', 'anh', 'cũng', 'phòng', 'gym', 'cười']"
tìm đối tác trầm_ngâm,Enjoyment,"['tìm', 'đối tác', 'trầm_ngâm']"
công ty nào làm như vậy mọi người nghĩ làm hết cho nó khỏi phải vậy .,Other,"['công ty', 'nào', 'làm', 'như vậy', 'mọi', 'người', 'nghĩ', 'làm', 'hết', 'nó', 'khỏi', 'phải']"
tình chỉ đẹp khi còn dang dở lấy nhau rồi nham nhỉ lắm ai ơi .,Sadness,"['tình', 'chỉ', 'đẹp', 'còn', 'dang dở', 'lấy', 'nhau', 'nham', 'nhỉ', 'lắm', 'ai', 'ơi']"
hết buồn cũng phải có tiền mới hết được cười,Enjoyment,"['hết', 'buồn', 'cũng', 'phải', 'tiền', 'mới', 'hết', 'cười']"
mẹ chồng cay nghiệt cười,Disgust,"['mẹ', 'chồng', 'cay nghiệt', 'cười']"
ê có khi nào đọc bài này xong buồn cười quá cười toác hàm có khi nào đi bệnh viện không các cụ đùa,Enjoyment,"['ê', 'có khi', 'nào', 'đọc', 'bài', 'xong', 'buồn cười', 'cười', 'toác hàm', 'có khi', 'nào', 'bệnh viện', 'không', 'cụ', 'đùa']"
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy hiểm cho xã hội",Disgust,"['tao', 'trông', 'nó', 'truyền', 'điện', 'chết', 'mẹ', 'loại', 'sống', 'nguy hiểm', 'xã hội']"
địt_mẹ hú hồn,Fear,"['địt_mẹ', 'hú hồn']"
song rồi em để lại anh một cái sừng 10 phân là ít,Disgust,"['song', 'em', 'để', 'anh', 'cái', 'sừng', '10', 'phân', 'ít']"
thanh xuân rồi cũng sẽ qua có những người trong ta mãi chẳng thể xóa nhòa !,Sadness,"['thanh xuân', 'cũng', 'qua', 'người', 'ta', 'mãi', 'chẳng thể', 'xóa nhòa', '!']"
câu được chục con heo vàng chả được cái gì,Sadness,"['câu', 'chục', 'con', 'heo', 'vàng', 'chả', 'cái', 'gì']"
muối mặn vãi,Other,"['muối', 'mặn', 'vãi']"
có biết bao người có mảnh đời như vậy !,Sadness,"['biết bao', 'người', 'mảnh', 'đời', 'như vậy', '!']"
đú quan trọng bởi người tao yêu củng không đi chơi valungtung thế là tao vui rồi cười,Enjoyment,"['đú', 'quan trọng', 'bởi', 'người', 'tao', 'yêu', 'củng không', 'chơi', 'valungtung', 'thế là', 'tao', 'vui', 'cười']"
tanh bành cuộc đời rồi,Sadness,"['tanh', 'bành', 'cuộc đời']"
óc chó đi dậy đời,Disgust,"['óc', 'chó', 'dậy', 'đời']"
per chị đã kịp đi chỗ này chưa ?,Other,"['per', 'chị', 'kịp', 'chỗ', 'chưa', '?']"
"per thấy chế thủ sẵn hộp mặt nạ rồi thì phải . tim em mong manh lắm , đừng để em hoạng sợ nhá chị ?",Fear,"['per', 'thấy', 'chế thủ', 'sẵn', 'hộp', 'mặt nạ', 'phải', 'tim', 'em', 'mong manh', 'lắm', 'đừng', 'để', 'em', 'hoạng', 'sợ', 'nhá', 'chị', '?']"
bảo dân trí thấp lại tự ái,Disgust,"['bảo', 'dân trí', 'thấp', 'tự ái']"
không biết thật không nhỉ cười,Enjoyment,"['không', 'biết', 'không', 'nhỉ', 'cười']"
per tao mãi mãi bị con này ám ảnh từ bé đến giờ . thứ gì mà đéo thể yêu thương nỗi . nghe tiếng nó kêu là tao bỏ chạy trăm mét chán,Fear,"['per', 'tao', 'mãi mãi', 'con', 'ám ảnh', 'từ', 'bé', 'giờ', 'thứ', 'gì', 'đéo thể', 'yêu thương', 'nỗi', 'nghe', 'tiếng', 'nó', 'kêu', 'tao', 'bỏ', 'chạy', 'trăm', 'mét', 'chán']"
khách nào nhỏ nhen vậy .,Disgust,"['khách', 'nào', 'nhỏ', 'nhen']"
6 năm trời luôn đấy,Other,"['6', 'năm', 'trời', 'luôn', 'đấy']"
tự bỏ tiền ra trồng tự cạo mủ cho chắc củ,Other,"['tự', 'bỏ', 'tiền', 'trồng', 'tự', 'cạo', 'mủ', 'chắc', 'củ']"
ông nội này chất đấy,Surprise,"['ông', 'nội', 'chất', 'đấy']"
"hí hí . tiến sĩ cừu , thạc sĩ cừu . chẹp chẹp cười_rạng_rỡ",Enjoyment,"['hí', 'hí', 'tiến sĩ', 'cừu', 'thạc sĩ', 'cừu', 'chẹp', 'chẹp', 'cười_rạng_rỡ']"
lấy vợ xong béo quá rồi . hình như ai cũng v à mỉm_cười_ngược,Sadness,"['lấy', 'vợ', 'xong', 'béo', 'hình như', 'ai', 'cũng', 'v', 'à', 'mỉm_cười_ngược']"
per ơi nhột nhẹ không,Enjoyment,"['per', 'ơi', 'nhột', 'nhẹ', 'không']"
muốn tạo ra niềm tin đôi khi bạn cần sự dối trá nháy_mắt,Enjoyment,"['muốn', 'tạo', 'niềm', 'tin', 'đôi khi', 'bạn', 'cần', 'sự', 'dối trá', 'nháy_mắt']"
cổ tích thôi nhé . tao mới bị hỏi vì rẽ không xi nhan . và anh chỉ nhẹ nhàng phán 1 câu : 2 triệu đưa đây không thôi mai cầm 3 triệu lên đồn nhận xe nhé anh thật là dễ thương mỉm_cười,Enjoyment,"['cổ tích', 'nhé', 'tao', 'mới', 'hỏi', 'rẽ', 'không', 'xi nhan', 'anh', 'chỉ', 'nhẹ', 'nhàng phán', '1', 'câu', '2', 'triệu', 'đưa', 'đây', 'không', 'mai', 'cầm', '3', 'triệu', 'lên', 'đồn', 'nhận', 'xe', 'nhé', 'anh', 'dễ thương', 'mỉm_cười']"
sợ xanh mắt mèo,Fear,"['sợ', 'xanh', 'mắt', 'mèo']"
"khi bạn làm con b sẽ khóc , nhưng khi bạn đã làm cha mẹ bạn sẽ thấy đau lòng .",Sadness,"['bạn', 'làm', 'con', 'b', 'khóc', 'nhưng', 'bạn', 'làm', 'cha mẹ', 'bạn', 'thấy', 'đau lòng']"
bộ phim hay ý nghĩa nhất từng xem,Enjoyment,"['bộ', 'phim', 'hay', 'ý nghĩa', 'nhất', 'từng', 'xem']"
cả 2 kẻ này đều đáng sợ !,Fear,"['cả', '2', 'kẻ', 'đều', 'đáng', 'sợ', '!']"
mai đấu giá thử cai lap cua mình chứa toàn tài liệu tiếng nhật cười_chảy_nước_mắt,Enjoyment,"['mai', 'đấu giá', 'thử', 'cai', 'lap', 'cua', 'mình', 'chứa', 'toàn', 'tài liệu', 'tiếng', 'nhật', 'cười_chảy_nước_mắt']"
trời đánh tránh miếng ăn,Other,"['trời', 'đánh', 'tránh', 'miếng', 'ăn']"
hoan hô . công nhân đâu phải trẻ mầm non,Enjoyment,"['hoan hô', 'công nhân', 'đâu', 'phải', 'trẻ', 'mầm non']"
tao . dân đaklak nhưng lần đầu tiên nghe chuyện này .,Surprise,"['tao', 'dân', 'đaklak', 'nhưng', 'lần', 'đầu tiên', 'nghe', 'chuyện']"
cảm giác tóc sau gáy bắt đầu dựng lên cười,Fear,"['cảm giác', 'tóc', 'sau', 'gáy', 'bắt đầu', 'dựng', 'lên', 'cười']"
mấy má đang có kinh rồi mặc áo đầm nhảy qua thì nhuộm đỏ 1 dòng sông con_mẹ_nó_luôn ngại_ngùng,Fear,"['mấy', 'má', 'kinh', 'mặc', 'áo đầm', 'nhảy', 'qua', 'nhuộm', 'đỏ', '1', 'dòng', 'sông', 'con_mẹ_nó_luôn', 'ngại_ngùng']"
chưa được đi pháp mà huhu,Sadness,"['chưa', 'đi pháp', 'huhu']"
là nhìn người ta đi cạnh 1 cô gái mà bất lực không thể làm gì ngoài việc ngồi nhìn và mỉm cười,Sadness,"['nhìn', 'người', 'ta', 'cạnh', '1', 'cô', 'gái', 'bất lực', 'không thể', 'làm gì', 'ngoài', 'việc', 'ngồi', 'nhìn', 'mỉm', 'cười']"
giờ còn thể loại dâm ô nam sinh mới ghê cười,Disgust,"['giờ', 'còn', 'thể loại', 'dâm', 'ô', 'nam sinh', 'mới', 'ghê', 'cười']"
tao bắt đầu sợ nó ròi đấy cười ám ảnh vãi,Fear,"['tao', 'bắt đầu', 'sợ', 'nó', 'ròi', 'đấy', 'cười', 'ám ảnh', 'vãi']"
thế đéo nào ma không bị phóng điện nhỉ,Surprise,"['thế', 'đéo', 'nào', 'ma', 'không', 'phóng điện', 'nhỉ']"
không động chạm nó cũng dí sấp mặt luôn rồi . địt_mẹ . hài_lòng,Anger,"['không', 'động', 'chạm', 'nó', 'cũng', 'dí', 'sấp', 'mặt', 'luôn', 'địt_mẹ', 'hài_lòng']"
5 triệu nhằm nhò gì so với 1 khóa lễ của bả ? sao không cho hành nghề vĩnh viễn luôn đi . chỉ cấm ở ba vàng thì lại lộng hành ở chỗ khác thôi .,Anger,"['5', 'triệu', 'nhằm', 'nhò', 'gì', 'so', '1', 'khóa', 'lễ', 'bả', '? sao', 'không', 'hành nghề', 'vĩnh viễn', 'luôn', 'chỉ', 'cấm', 'ba', 'vàng', 'lộng hành', 'chỗ', 'khác']"
bá đạo vậy chơi sao lại cười_lăn_lộn_trên_sàn,Fear,"['bá đạo', 'chơi', 'sao', 'cười_lăn_lộn_trên_sàn']"
khổ thân con mèo buồn,Sadness,"['khổ', 'thân', 'con', 'mèo', 'buồn']"
nó chụp màn hình là còn tốt chán . có đứa nó còn đéo thèm đọc tn ấy .,Other,"['nó', 'chụp', 'màn hình', 'còn', 'tốt', 'chán', 'đứa', 'nó', 'còn', 'đéo thèm', 'đọc', 'tn', 'ấy']"
tôi cắn bất chấp cười chắc là tôi yêu tụi nó cuồng si rồi,Enjoyment,"['tôi', 'cắn', 'bất chấp', 'cười', 'chắc', 'tôi', 'yêu', 'tụi', 'nó', 'cuồng si']"
bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù,Anger,"['bà', 'khác', 'gì', 'lũ', 'đa cấp', 'lừa đảo', 'đâu', 'sao', 'không', 'vô', 'tù']"
rồi tôi sẽ hết được uống nước ở đây nữa buồn,Sadness,"['tôi', 'hết', 'uống', 'nước', 'đây', 'buồn']"
per nhìn na ná chữ mày cười,Surprise,"['per', 'nhìn', 'na ná', 'chữ', 'mày', 'cười']"
buồn thay cho lớp tao,Sadness,"['buồn', 'thay', 'lớp', 'tao']"
chúc 2 you hạnh phúc,Enjoyment,"['chúc', '2', 'you', 'hạnh phúc']"
có vẻ như cái gì nước ngoài cũng to hơn nước ta mỉm_cười,Surprise,"['có vẻ', 'cái', 'gì', 'nước ngoài', 'cũng', 'to', 'hơn', 'nước', 'ta', 'mỉm_cười']"
why ? ai đã cướp bos 6 múi của tao vậy khóc_nức_nở,Sadness,"['why', '?', 'ai', 'cướp', 'bos', '6', 'múi', 'tao', 'khóc_nức_nở']"
đồng nghiệp nhắng nhít nhất hệ mặt trời cười,Enjoyment,"['đồng nghiệp', 'nhắng nhít', 'nhất hệ', 'mặt trời', 'cười']"
"tao tự hỏi sao đứa quay phim nó lại quay đúng lúc thế , chắc chắn nó dự là sẽ nát con xe đó nhưng không nói cười",Other,"['tao', 'tự', 'hỏi', 'sao', 'đứa', 'quay phim', 'nó', 'quay', 'đúng', 'lúc', 'thế', 'chắc chắn', 'nó', 'dự', 'nát', 'con', 'xe', 'nhưng', 'không', 'nói', 'cười']"
tại trà sữa làm tao mập chứ tao có muốn đâu buồn,Sadness,"['tại', 'trà', 'sữa', 'làm', 'tao', 'mập', 'chứ', 'tao', 'muốn', 'đâu', 'buồn']"
có nhìu người bỏ vài đồng ra nhưg chỉ thích hành hạ người khác .,Disgust,"['nhìu', 'người', 'bỏ', 'vài', 'đồng', 'nhưg', 'chỉ', 'thích', 'hành hạ', 'người', 'khác']"
nếu để ý kĩ thì lái tàu có thể bước xuống và kéo đường ray qua một bên rồi cho tàu bẻ tay lái một chút là cứu được cái xe . tiếc cái xe quá,Sadness,"['nếu', 'để ý', 'kĩ', 'lái', 'tàu', 'có thể', 'bước', 'xuống', 'kéo', 'đường ray', 'qua', 'bên', 'tàu', 'bẻ', 'tay lái', 'một chút', 'cứu', 'cái', 'xe', 'tiếc', 'cái', 'xe']"
thay đổi chóng mặt,Other,"['thay đổi', 'chóng mặt']"
an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ .,Other,"['an toàn', 'mình', 'chứ', 'ai', 'đâu', 'cứ', 'thích', 'kiểu', 'trốn tránh', 'ấy', 'nhỉ']"
bên aeon hay thật đấy cười,Enjoyment,"['bên', 'aeon', 'hay', 'đấy', 'cười']"
và rồi cô ấy sẽ mãi mãi không có người yêu buồn,Sadness,"['cô', 'ấy', 'mãi mãi', 'không', 'người yêu', 'buồn']"
cảm giác thanh thản vãi,Enjoyment,"['cảm giác', 'thanh thản', 'vãi']"
"mấy anh làm video đầu tư ghê , nội dung diễn xuất hay",Enjoyment,"['mấy', 'anh', 'làm', 'video', 'đầu tư', 'ghê', 'nội dung', 'diễn xuất', 'hay']"
chắc chưa biết đến trụ đèn đỏ nằm ngay chân cầu cười,Other,"['chắc', 'chưa', 'biết', 'trụ', 'đèn đỏ', 'nằm', 'ngay', 'chân', 'cầu', 'cười']"
khi nào người con gái ấy xuất hiện đúng lúc trong cuộc đời của tôi đây,Other,"['nào', 'người', 'con', 'gái', 'ấy', 'xuất hiện', 'đúng', 'lúc', 'cuộc đời', 'tôi', 'đây']"
đây là bạn tao . cười,Enjoyment,"['đây', 'bạn', 'tao', 'cười']"
không bằng con,Other,"['không', 'bằng', 'con']"
đọc xong nước mắt ứa ra,Sadness,"['đọc', 'xong', 'nước mắt', 'ứa']"
"căm thù , uất đến tận họng mà không biết phải làm gì ? càng xem càng thấy đau lòng mặc dù không phải con mình . 1 xh thối nát , đồng tiền làm lu mờ nhân tính con người .",Anger,"['căm thù', 'uất', 'tận', 'họng', 'không', 'biết', 'phải', 'làm', 'gì', '?', 'càng', 'xem', 'càng', 'thấy', 'đau lòng', 'mặc dù', 'không', 'phải', 'con', 'mình', '1', 'xh', 'thối nát', 'đồng tiền', 'làm', 'lu mờ', 'nhân tính', 'con người']"
"ỏo , nó cười xong kiểu cả không gian ngập nắng , thế giới thu bé lại chỉ có hai đứa , rồi tim cứ đập thình thịch , nghĩ thoi mà cũng thích , hì :",Enjoyment,"['ỏo', 'nó', 'cười', 'xong', 'kiểu', 'cả', 'không gian', 'ngập', 'nắng', 'thế giới', 'thu', 'bé', 'chỉ', 'hai', 'đứa', 'tim', 'cứ', 'đập', 'thình thịch', 'nghĩ', 'thoi', 'cũng', 'thích', 'hì']"
chúc mày mau khỏe nhá chủ thớt ạ cười,Enjoyment,"['chúc', 'mày', 'mau khỏe', 'nhá', 'chủ thớt', 'ạ', 'cười']"
hàng xóm và họ hàng là 2 đối tượng hãm chưa từng có,Disgust,"['hàng xóm', 'họ hàng', '2', 'đối tượng', 'hãm', 'chưa', 'từng']"
trời ơi cái đoạn này em khóc tu tu luôn buồn_ngủ . trong khoảnh khắc rời xa một ai đó mãi mãi cơn đau thấu ngực trái huhu,Sadness,"['trời', 'ơi', 'cái', 'đoạn', 'em', 'khóc', 'tu tu', 'luôn', 'buồn_ngủ', 'khoảnh khắc', 'rời', 'xa', 'ai', 'mãi mãi', 'cơn', 'đau', 'thấu', 'ngực', 'trái', 'huhu']"
ngang trái quá ạ !,Disgust,"['ngang', 'trái', 'ạ', '!']"
per mai mốt không xem hết video đừng vô phán,Disgust,"['per', 'mai mốt', 'không', 'xem', 'hết', 'video', 'đừng', 'vô phán']"
có cái ảnh tỉ năm trước cứ đăng đăng con cặc . đéo thấy nhàm à . nghĩ thôi thấy bất hạnh vãi .,Anger,"['cái', 'ảnh', 'tỉ', 'năm', 'trước', 'cứ', 'đăng đăng', 'con', 'cặc', 'đéo', 'thấy', 'nhàm', 'à', 'nghĩ', 'thấy', 'bất hạnh', 'vãi']"
"sao vẫn còn người tốt trong xã hội này , đáng khâm phục",Enjoyment,"['sao', 'vẫn', 'còn', 'người', 'tốt', 'xã hội', 'đáng', 'khâm phục']"
nhận khách tàu nhanh ai muốn không nè,Other,"['nhận', 'khách', 'tàu', 'nhanh', 'ai', 'muốn', 'không', 'nè']"
tao sẽ lấy hết tất cả các nick clone tao có phẫn nộ cái vid này mỉm_cười,Anger,"['tao', 'lấy', 'hết', 'tất cả', 'nick', 'clone', 'tao', 'phẫn nộ', 'cái', 'vid', 'mỉm_cười']"
cười thấy đáng yêu,Enjoyment,"['cười', 'thấy', 'đáng', 'yêu']"
giun xào đĩa luộc là ngon ngay cười_chảy_nước_mắt,Enjoyment,"['giun', 'xào đĩa', 'luộc', 'ngon', 'ngay', 'cười_chảy_nước_mắt']"
e quê bg mà mùa vải còn không có vải mà ăn,Sadness,"['e', 'quê', 'bg', 'mùa', 'vải', 'còn', 'không', 'vải', 'ăn']"
muốn ói,Disgust,"['muốn', 'ói']"
per tôi đợi ngày nhận thiệp cưới của ông,Enjoyment,"['per', 'tôi', 'đợi', 'ngày', 'nhận', 'thiệp', 'cưới', 'ông']"
đen thôi đỏ vẫn thế,Other,"['đen', 'đỏ', 'vẫn', 'thế']"
ha ha chịu không nổi luôn !,Enjoyment,"['ha', 'ha', 'chịu', 'không', 'nổi', 'luôn', '!']"
per hãy cảm ơn tao đi hâhah,Enjoyment,"['per', 'hãy', 'cảm ơn', 'tao', 'hâhah']"
phim này là người cha zombie yêu thương con nè . xúc động quá buồn_bã,Sadness,"['phim', 'người', 'cha zombie', 'yêu thương', 'con', 'nè', 'xúc động', 'buồn_bã']"
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ khóc_nức_nở",Fear,"['chơi', 'gặp', '3', 'con', 'mất', 'dậy', 'vừa', 'dí', 'vừa', 'cạp', 'đít', 'đau', 'không', 'chịu', 'sau', 'phải', 'nhảy', 'lên', 'cây', 'để', 'trốn', 'giờ', 'gặp', 'sợ', 'khóc_nức_nở']"
thật ra cách quét hạt xốp rất dễ mà có thể các bạn chưa biết . đó là . tẩm xăng những chỗ có xốp và đốt cười_chảy_nước_mắt,Enjoyment,"['thật ra', 'cách', 'quét', 'hạt', 'xốp', 'dễ', 'có thể', 'bạn', 'chưa', 'biết', 'tẩm', 'xăng', 'chỗ', 'xốp', 'đốt', 'cười_chảy_nước_mắt']"
đúng là xa thơm gần thối . người tuyệt vời ngay trước mắt mà không thấy,Disgust,"['đúng', 'xa thơm', 'gần', 'thối', 'người', 'tuyệt vời', 'ngay', 'trước mắt', 'không', 'thấy']"
