Sentence,Emotion,Tokenized_Sentence
"mình muốn tag mấy ông hàng xóm vào đây để các bác ấy biết rằng , bác ấy không chỉ buồn mà còn hát rất dở",Disgust,"['mình', 'muốn', 'tag', 'mấy', 'ông', 'hàng xóm', 'vào', 'đây', 'để', 'bác', 'ấy', 'biết', 'bác', 'ấy', 'không chỉ', 'buồn', 'mà còn', 'hát', 'dở']"
"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mới có lửa hài_lòng",Other,"['mỗi', 'lần', 'mẹ', 'tao', 'sai', 'tao', 'nhóm', 'lửa', 'chắc', 'tao', 'nhóm', 'hết', '40', 'tờ', 'giấy', '1', 'tiếng', 'sau', 'mới', 'lửa', 'hài_lòng']"
"theo mình thì không nên vì định kiến xã hội quá khắc nghiệt , họ sẽ bị tổn thương và nghĩ quẩn",Fear,"['theo', 'mình', 'không', 'định kiến', 'xã hội', 'khắc nghiệt', 'họ', 'tổn thương', 'nghĩ', 'quẩn']"
per lý do nhà tao dùng năng lượng mặt trời . hài_lòng,Other,"['per', 'lý do', 'nhà', 'tao', 'dùng', 'năng lượng', 'mặt trời', 'hài_lòng']"
may nó không đâm cho lòi ruột,Enjoyment,"['may', 'nó', 'không', 'đâm', 'lòi', 'ruột']"
vâng em gặp anh rồi mà giờ đây em vẫn cô đơn đi lang thang tìm những thứ vô nghĩa lấp vào nỗi cô đơn ấy,Sadness,"['vâng', 'em', 'gặp', 'anh', 'giờ đây', 'em', 'vẫn', 'cô đơn', 'lang thang', 'tìm', 'thứ', 'vô nghĩa', 'lấp', 'vào', 'nỗi', 'cô đơn', 'ấy']"
ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối cùng . !,Sadness,"['ngày', 'buồn', 'hôm', 'ấy', 'tôi', 'cũng', 'người', 'rời', 'khỏi', 'lớp', 'cuối cùng', '!']"
t nhớ tao đang xem x thì chưa cắm tai nghe khóc_nức_nở,Sadness,"['t', 'nhớ', 'tao', 'xem', 'x', 'chưa', 'cắm', 'tai', 'nghe', 'khóc_nức_nở']"
bọn yêu nhau tưởng thế là hay,Disgust,"['bọn', 'yêu', 'nhau', 'tưởng', 'thế là', 'hay']"
"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn : ,",Sadness,"['tập thể', 'năm', 'nay', 'làm', 'mình', 'tiếc nuối', 'từ', 'thành viên', 'gvcn']"
đẹp không,Other,"['đẹp', 'không']"
"không có người làm thì cần đéo gì phải dọn , dume thấy thằng nào dải đập chết cụ nó đi",Anger,"['không', 'người', 'làm', 'cần', 'đéo', 'gì', 'phải', 'dọn', 'dume', 'thấy', 'thằng', 'nào', 'dải', 'đập', 'chết', 'cụ', 'nó']"
ngu thiệt trời,Disgust,"['ngu', 'thiệt trời']"
32 tuổi chưa biết cảm giác này anh em ạ cười_toe_toét,Enjoyment,"['32', 'tuổi', 'chưa', 'biết', 'cảm giác', 'anh em', 'ạ', 'cười_toe_toét']"
hóa ra là vậy à cười,Surprise,"['hóa', 'à', 'cười']"
bỏ anh ta đi,Anger,"['bỏ', 'anh', 'ta']"
per mấy trụ kia em không tag được,Other,"['per', 'mấy', 'trụ', 'em', 'không', 'tag']"
nhớ phòng thủ kỹ vào nha cười_lăn_lộn_trên_sàn,Fear,"['nhớ', 'phòng thủ', 'kỹ', 'vào', 'nha', 'cười_lăn_lộn_trên_sàn']"
nhìn vậy nhớ ông ngoại quá thất_vọng,Sadness,"['nhìn', 'nhớ', 'ông', 'ngoại', 'thất_vọng']"
ê,Other,['ê']
"sản phẩm tốt đấy , có tính ứng dụng cao",Surprise,"['sản phẩm', 'tốt', 'đấy', 'tính', 'ứng dụng', 'cao']"
bộ phim hay ý nghĩa nhất từng xem,Enjoyment,"['bộ', 'phim', 'hay', 'ý nghĩa', 'nhất', 'từng', 'xem']"
khóc_nức_nở sinh lão bệnh tử hẹn gặp kiếp sau,Sadness,"['khóc_nức_nở', 'sinh lão', 'bệnh', 'tử hẹn', 'gặp', 'kiếp', 'sau']"
per cười nó kể chuyện buồn mà cười vãi cười cười,Enjoyment,"['per', 'cười', 'nó', 'kể', 'chuyện', 'buồn', 'cười vãi', 'cười cười']"
nguyễn hồng dung cười_lăn_lộn_trên_sàn,Enjoyment,"['nguyễn', 'hồng dung', 'cười_lăn_lộn_trên_sàn']"
thằng điên,Disgust,"['thằng', 'điên']"
chả thấy nói nó cho admin bao nhiêu xiền để pr nhỉ,Other,"['chả', 'thấy', 'nói', 'nó', 'admin', 'bao nhiêu', 'xiền', 'để', 'pr', 'nhỉ']"
nó còn kể với bạn nó . bạn nó cũng là bạn mình,Disgust,"['nó', 'còn', 'kể', 'bạn', 'nó', 'bạn', 'nó', 'cũng', 'bạn', 'mình']"
3 giờ sáng nằm xem xong khóc miên man buồn_bã,Sadness,"['3', 'giờ', 'sáng', 'nằm', 'xem', 'xong', 'khóc', 'miên man', 'buồn_bã']"
sao được vậy trời,Surprise,"['sao', 'trời']"
per nhớ quá trời nhớ luôn nè,Other,"['per', 'nhớ', 'trời', 'nhớ', 'luôn', 'nè']"
cam 90 mà nó phải thế,Other,"['cam', '90', 'nó', 'phải', 'thế']"
nó mà nhập viện thì xong đời tao . n cười_chảy_nước_mắt,Enjoyment,"['nó', 'nhập viện', 'xong', 'đời', 'tao', 'n', 'cười_chảy_nước_mắt']"
gặp khoai to nói gì nghe ấy liền tự_tin,Enjoyment,"['gặp', 'khoai to', 'nói', 'gì', 'nghe', 'ấy', 'liền', 'tự_tin']"
rất chuẩn hãy sống làm người cơn luôn luôn co hiểu thảo với cha mẹ của mình nhé moi người ơi,Enjoyment,"['chuẩn', 'hãy', 'sống', 'làm', 'người', 'cơn', 'luôn luôn', 'co', 'hiểu', 'thảo', 'cha mẹ', 'mình', 'nhé', 'moi', 'người', 'ơi']"
mới hôm qua cạo lông mà hôm nay lại dài thế cơ à,Surprise,"['mới', 'hôm qua', 'cạo', 'lông', 'hôm nay', 'dài', 'thế cơ', 'à']"
thu thuế hơn 1 tỉ đồng vậy doanh thu thì tính nhanh 10 tỷ 7 năm bán cơm kiếm vậy là dã man quá,Disgust,"['thu', 'thuế', 'hơn', '1', 'tỉ', 'đồng', 'doanh thu', 'tính', 'nhanh', '10', 'tỷ', '7', 'năm', 'bán', 'cơm', 'kiếm', 'dã man']"
đỉnh không,Surprise,"['đỉnh', 'không']"
cô ngu như lợn chán,Disgust,"['cô', 'ngu', 'lợn', 'chán']"
lỡ là ảnh mạng thì sao,Other,"['lỡ', 'ảnh mạng', 'sao']"
thanh xuân rồi cũng sẽ qua có những người trong ta mãi chẳng thể xóa nhòa !,Sadness,"['thanh xuân', 'cũng', 'qua', 'người', 'ta', 'mãi', 'chẳng thể', 'xóa nhòa', '!']"
chị lỡ mất 1 nhịp tim vì cưng đấy tim tim tim,Enjoyment,"['chị', 'lỡ', 'mất', '1', 'nhịp', 'tim', 'cưng', 'đấy', 'tim', 'tim', 'tim']"
tử hình con mẹ nó lũ chó má không có tính người đi . khổ thân lũ trẻ,Anger,"['tử hình', 'con', 'mẹ', 'nó', 'lũ', 'chó', 'má', 'không', 'tính', 'người', 'khổ thân', 'lũ', 'trẻ']"
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ?",Anger,"['sao', 'mày', 'không', 'viết', 'nhanh', 'lên', 'mày', 'lấy', 'tay', 'chặn', 'làm', 'gì', 'giúp', 'mày', 'tốt', 'hơn', 'không', 'hả', '?']"
phim này là người cha zombie yêu thương con nè . xúc động quá buồn_bã,Sadness,"['phim', 'người', 'cha zombie', 'yêu thương', 'con', 'nè', 'xúc động', 'buồn_bã']"
hi hi hi,Enjoyment,['hi hi hi']
đáng yêu cười,Enjoyment,"['đáng', 'yêu', 'cười']"
thua mèo 10 cười,Sadness,"['thua', 'mèo', '10', 'cười']"
tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi hôn,Enjoyment,"['tuổi thơ', 'tôi', 'cũng', 'từng', '1', 'người', 'c', 'trai', 'bỏ', 'mặc', 'tất cả', 'để', 'bảo vệ', 'tôi', 'hôn']"
nhìn quả mặt nó làm tao thỏa mãn vãi,Enjoyment,"['nhìn', 'quả', 'mặt', 'nó', 'làm', 'tao', 'thỏa', 'mãn', 'vãi']"
riêng vụ này mình tự tin để nói rằng mình là đỉnh của chóp luôn bất kỳ việc gì mình đều nhìn nhận ra hết xong mình giả ngố và rồi chốt hạ,Enjoyment,"['riêng', 'vụ', 'mình', 'tự tin', 'để', 'nói', 'mình', 'đỉnh', 'chóp', 'luôn', 'bất kỳ', 'việc', 'gì', 'mình', 'đều', 'nhìn nhận', 'hết', 'xong', 'mình', 'giả ngố', 'chốt', 'hạ']"
tưởng đâu chỉ là người ném tăm không đó trời,Surprise,"['tưởng', 'đâu', 'chỉ', 'người', 'ném tăm', 'không', 'trời']"
cẩn thận quá cô ơi,Other,"['cẩn thận', 'cô', 'ơi']"
nhưng nó lại đéo thích :,Other,"['nhưng', 'nó', 'đéo thích']"
cứu,Fear,['cứu']
chưa bao giờ còn yêu nhiều hơn thế say_mê bởi cha mẹ cho tôi tất cả,Enjoyment,"['chưa', 'bao giờ', 'còn', 'yêu', 'nhiều', 'hơn', 'thế', 'say_mê', 'bởi', 'cha mẹ', 'tôi', 'tất cả']"
1 bạt tai 2 đạp chứ ở đó bướng,Anger,"['1', 'bạt', 'tai', '2', 'đạp', 'chứ', 'bướng']"
ít ra cũng phải có đũa để ăn cơm chứ,Other,"['ít ra', 'cũng', 'phải', 'đũa', 'để', 'ăn', 'cơm', 'chứ']"
không xem được thì im mẹ đi,Anger,"['không', 'xem', 'im mẹ']"
nhìn thấy thương em ấy thế cho em miếng đi,Sadness,"['nhìn', 'thấy', 'thương em', 'ấy', 'thế', 'em', 'miếng']"
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ,Other,"['em', 'nghĩ', 'chị em', 'mình', 'cần', 'tìm hiểu', 'quen biết', 'nhau', 'ạ']"
tôi muốn có một mối tình bình dị .,Other,"['tôi', 'muốn', 'mối', 'tình', 'bình dị']"
per chắc tao nên làm quả móng chân xoắn ốc dài nhất thế giới cười,Other,"['per', 'chắc', 'tao', 'làm', 'quả', 'móng', 'chân', 'xoắn ốc', 'dài', 'nhất', 'thế giới', 'cười']"
nước ngoài có đầy mà cười,Enjoyment,"['nước ngoài', 'đầy', 'cười']"
mẹ cha đau hết cả bụng,Enjoyment,"['mẹ', 'cha', 'đau', 'hết', 'cả', 'bụng']"
khoảnh khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ buồn,Sadness,"['khoảnh khắc', 'mày', 'nhận', 'mày', 'còn', 'đéo', 'bằng', '1', 'thằg', 'nhóc', 'còn', 'bụng', 'mẹ', 'buồn']"
không ngon như lần trước nữa,Disgust,"['không', 'ngon', 'lần', 'trước']"
cấp 1 đi học cũng gặp bọn quái đản này,Disgust,"['cấp', '1', 'học', 'cũng', 'gặp', 'bọn', 'quái đản']"
chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ?,Other,"['chúng mày', 'ngồi', 'canh', 'tao', 'con', 'muỗi', 'nào', 'hó', 'hé', 'ăn liền', '?']"
bộ phim hấp dẫn quá,Surprise,"['bộ', 'phim', 'hấp dẫn']"
xuống thì xuống được nhưng mà bọn nó bảo là xã hội đen nó theo dõi nó giết thì là xạo lờ . bọn nó dựng chuyện câu thích đấy,Disgust,"['xuống', 'xuống', 'nhưng mà', 'bọn', 'nó', 'bảo', 'xã hội đen', 'nó', 'theo dõi', 'nó', 'giết', 'xạo lờ', 'bọn', 'nó', 'dựng', 'chuyện', 'câu', 'thích', 'đấy']"
lớp 5 mà viết kiểu này cô đánh gãy tay .,Fear,"['lớp', '5', 'viết', 'kiểu', 'cô', 'đánh', 'gãy', 'tay']"
con gái không phải là người tham tiền tham trai đẹp tham này nọ đâu nhé . chẳng qua họ cần tìm chỗ dựa thôi .,Other,"['con', 'gái', 'không', 'phải', 'người', 'tham', 'tiền', 'tham trai', 'đẹp tham', 'nọ', 'đâu', 'nhé', 'chẳng qua', 'họ', 'cần', 'tìm', 'chỗ', 'dựa']"
"có thể trường học không trọng dụng bác ý nên bác ý không muốn về , ý kiến riêng em",Other,"['có thể', 'trường học', 'không', 'trọng dụng', 'bác', 'ý', 'bác ý', 'không', 'muốn', 'về', 'ý kiến', 'riêng', 'em']"
năm nào cũng phải ở nhà trông nhà buồn,Sadness,"['năm', 'nào', 'cũng', 'phải', 'nhà', 'trông', 'nhà', 'buồn']"
nó cho kiểu sơ đồ từ trường nhỉ cười,Other,"['nó', 'kiểu', 'sơ đồ', 'từ trường', 'nhỉ', 'cười']"
ý thức kém quá,Disgust,"['ý thức', 'kém']"
chị đi dữ vậy,Surprise,"['chị', 'dữ']"
nói chi nhiều . mở cái king s cofe mà giống đến 90 trung nguyên thì hiểu rồi .,Disgust,"['nói', 'chi', 'nhiều', 'mở', 'cái', 'king', 's', 'cofe', 'giống', '90', 'trung nguyên', 'hiểu']"
tự nhiên thấy cảm động hic,Enjoyment,"['tự nhiên', 'thấy', 'cảm động', 'hic']"
phim này mới ra được có tập 1 thôi . hay phết,Enjoyment,"['phim', 'mới', 'tập', '1', 'hay', 'phết']"
được bác ạ ! cứ lấy vợ giàu là được tuốt cười,Enjoyment,"['bác', 'ạ', '!', 'cứ', 'lấy', 'vợ', 'giàu', 'tuốt', 'cười']"
ngọc khanh thích_thú,Enjoyment,"['ngọc', 'khanh', 'thích_thú']"
hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ?,Sadness,"['hồi', 'tao', 'lấy', 'cái', 'kẻ', 'tập', 'luôn', 'kiểu', 'làm', 'màu', 'mè', 'đẹp', 'xong', 'lên', 'trả', 'bài', 'bà', 'cô', 'trừ', 'điểm', '?']"
cầu trời phật cho đại gia đình con sức khỏe !,Enjoyment,"['cầu', 'trời phật', 'đại gia đình', 'con', 'sức', 'khỏe', '!']"
vào phòng thi chắc niệm thần chú anh huy dạy thôi chứ biết viết gì nữa,Other,"['vào', 'phòng', 'thi', 'chắc niệm', 'thần chú', 'anh', 'huy dạy', 'chứ', 'biết', 'viết', 'gì']"
thì đúng là sẽ không buồn vì thất tình nữa buồn,Sadness,"['đúng', 'không', 'buồn', 'thất tình', 'buồn']"
thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình,Sadness,"['buồn', 'mình', 'thịt', 'vợ', 'thang', 'khác', 'thằng', 'khác', 'thịt', 'vợ', 'tưong', 'lai', 'mình']"
thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,Enjoyment,"['thương', 'mấy', 'anh', 'tao', 'không', 'kiềm', 'vẫn', 'phải', 'thả', 'haha']"
có thật quay trong 1 căn nhà 19 m2 không,Surprise,"['quay', '1', 'căn', 'nhà', '19', 'm2', 'không']"
nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán quá,Sadness,"['nhiều', 'lúc', 'em', 'di', 'từ từ', 'chưa', 'kịp', 'đỗ', 'n', 'bảo', 'không', 'đỗ', 'đây', 'chán']"
ui xinh gái thế .,Enjoyment,"['ui', 'xinh gái', 'thế']"
anh quay phim giọng hơi cute nhỉ cười_chảy_nước_mắt,Surprise,"['anh', 'quay phim', 'giọng', 'hơi', 'cute', 'nhỉ', 'cười_chảy_nước_mắt']"
per tao thấy tao trong đó ahahahaha,Enjoyment,"['per', 'tao', 'thấy', 'tao', 'ahahahaha']"
nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi,Sadness,"['nhìn', 'cái', 'ngành', 'gd', 'việt nam', 'bây giờ', 'ai', 'cũng', 'mệt mỏi']"
cảm ơn mày đã khai phá cho tao thêm một nét văn hóa đẹp cười,Enjoyment,"['cảm ơn', 'mày', 'khai phá', 'tao', 'thêm', 'nét', 'văn hóa', 'đẹp', 'cười']"
sẽ xáo trộn nhiều việc nhiều thứ lắm đây,Sadness,"['xáo trộn', 'nhiều', 'việc', 'nhiều', 'thứ', 'lắm', 'đây']"
ăn hộ miếng đi,Other,"['ăn', 'hộ', 'miếng']"
vãi_lồn mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy cười chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn cười bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,Anger,"['vãi_lồn', 'mồm', 'chửi', 'người', 'ta', 'nhem', 'nhẻm', 'xong', 'cứ', 'bảo', 'người', 'ta', 'mất', 'dậy', 'cười', 'chị', 'chửi', 'câu', 'đéo', 'nào', 'đâu', 'nó', 'cứ', 'bảo', 'mất', 'dậy', 'đâm', 'hỏng', 'xe', 'người', 'ta', 'xong', 'còn', 'đòi', 'đọ', 'lồn', 'cười', 'bố mày', 'lậy', 'phải', 'tao', 'tao sút', 'tung', 'con', 'mẹ', 'mày', 'cái', 'lồn', 'già', 'lên', 'mất', 'dậy', 'cả thể', 'cứ', 'cậy đẻ', '5', 'lứa', 'lồn', 'rộng', 'mép', 'dài', 'đường', 'bắt nạt', 'đứa', 'lồn', 'bé', 'hơn']"
xin chia buồn với gia đình em,Sadness,"['xin', 'chia', 'buồn', 'gia đình', 'em']"
cute vãi lồn,Enjoyment,"['cute', 'vãi', 'lồn']"
có con gái thật tuyệt ! say_mê,Enjoyment,"['con', 'gái', 'tuyệt', '!', 'say_mê']"
chủ tịch giả vờ luyện vỏ và cái kết sấp mặt luôn haha,Enjoyment,"['chủ tịch', 'giả vờ', 'luyện', 'vỏ', 'cái', 'kết sấp', 'mặt', 'luôn', 'haha']"
có những người đi qua đời bao nhiêu như 1 cơn gió vậy . vô tình nhìn lại . nó lại là quá khứ . !,Sadness,"['người', 'qua đời', 'bao nhiêu', '1', 'cơn', 'gió', 'vô tình', 'nhìn', 'nó', 'quá khứ', '!']"
mệt mỏi quá khi làm người,Sadness,"['mệt mỏi', 'làm', 'người']"
không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,Fear,"['không', 'may', 'thụt', 'chân', 'xuống', 'như thế nào', 'nhỉ', 'chắc', 'thốn', 'tận', 'rốn']"
em này xinh vãi các bác ạ .,Enjoyment,"['em', 'xinh vãi', 'bác', 'ạ']"
biết nhiều sẽ đau nhiều đó,Fear,"['biết', 'nhiều', 'đau', 'nhiều']"
cưng v trời .,Enjoyment,"['cưng', 'v trời']"
"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây . gấu với chả bò",Anger,"['trung thu', 'tết', 'thiếu nhi', 'yêu', 'đường', 'gì', 'liên quan', 'đây', 'gấu', 'chả', 'bò']"
cảm động người thầy đưa học sinh đi làm hồ sơ mỉa_mai,Enjoyment,"['cảm động', 'người', 'thầy', 'đưa', 'học sinh', 'làm', 'hồ sơ', 'mỉa_mai']"
list này không có liệt kê công việc của dân chứng khoán sao ?,Surprise,"['list', 'không', 'liệt kê', 'công việc', 'dân', 'chứng khoán', 'sao', '?']"
chị là người khó hiểu nhất mà em từng biết đấy,Surprise,"['chị', 'người', 'khó', 'hiểu', 'nhất', 'em', 'từng', 'biết', 'đấy']"
lạy ông nào nghĩ ra kịch này !,Enjoyment,"['lạy', 'ông', 'nào', 'nghĩ', 'kịch', '!']"
nhìn mặt thấy hãm buồi rồi .,Disgust,"['nhìn', 'mặt', 'thấy', 'hãm buồi']"
"tao bảo 9 , 9 là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo dục là miệt thị . không đồng ý",Disgust,"['tao', 'bảo', '9', '9', 'mấy', 'ông', 'ngoài', 'bắc', 'kiểu', 'chửi', 'cũng', 'ngoài', 'bắc', 'tao', 'cũng', 'chửi', 'còn', 'bé', 'h', 'bình thường', 'nhưng', 'nghĩ lại', 'buồn', 'chứ', 'không', 'vui', 'đâu', 'tụi', 'bay', 'ngoài', 'bắc', 'cách', 'giáo dục', 'miệt thị', 'không', 'đồng ý']"
ăn cả thế giới đã,Other,"['ăn', 'cả', 'thế giới']"
phải có thế lực nào đấy lôi kéo chứ không thể nào mà hành xử ngu như thế được,Disgust,"['phải', 'thế lực', 'nào', 'đấy', 'lôi kéo', 'chứ', 'không thể nào', 'hành xử', 'ngu', 'như thế']"
kế toán nghỉ thì gia đình cũng nghỉ chứ nhỉ cười_chảy_nước_mắt,Enjoyment,"['kế toán', 'nghỉ', 'gia đình', 'cũng', 'nghỉ', 'chứ', 'nhỉ', 'cười_chảy_nước_mắt']"
khi nào đón bé về nhà nhớ chụp đăng lên cho bọn tao coi dung nhan thằng bé nha đùa,Enjoyment,"['nào', 'đón', 'bé', 'về', 'nhà', 'nhớ', 'chụp', 'đăng', 'lên', 'bọn', 'tao', 'coi dung', 'nhan thằng', 'bé', 'nha', 'đùa']"
nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học,Other,"['nhìn', 'giờ', 'đéo', 'biết', 'sao', 'ngày xưa', 'mình', 'đỗ', 'đại học']"
tuổi thơ tao dùng n để nướng thằn lằn cười_chảy_nước_mắt,Enjoyment,"['tuổi thơ', 'tao', 'dùng', 'n', 'để', 'nướng', 'thằn', 'lằn', 'cười_chảy_nước_mắt']"
cái máy nghe nhạc nè,Other,"['cái', 'máy', 'nghe', 'nhạc', 'nè']"
đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn . cái này là sự ý thức thôi,Enjoyment,"['đám', 'tụi', 'tao', 'chơi', 'xưa nay', 'đều', 'dọn', 'sạch đồ', 'mình', 'kêu', 'hoặc', 'xếp', 'gọn', 'một chút', 'người', 'ta', 'đỡ', 'dọn', 'cái', 'sự', 'ý thức']"
nhầm hay quá ha,Other,"['nhầm', 'hay', 'ha']"
t thấy chả có gì thú vị .,Other,"['t', 'thấy', 'chả', 'gì', 'thú vị']"
bình thương tao hay cười lắm . nhưng khi tức tên . tao lại khóc . quá yếu đuối,Sadness,"['bình thương', 'tao', 'hay', 'cười', 'lắm', 'nhưng', 'tức', 'tên', 'tao', 'khóc', 'yếu đuối']"
chỉ cần folow anh trum trên twirter là chuyện quan trọng gì của mẽo trên thế giới cũng biết hết nháy_mắt,Enjoyment,"['chỉ', 'cần', 'folow', 'anh', 'trum', 'trên', 'twirter', 'chuyện', 'quan trọng', 'gì', 'mẽo', 'trên', 'thế giới', 'cũng', 'biết', 'hết', 'nháy_mắt']"
địt_mẹ nhìn ngầu vãi,Enjoyment,"['địt_mẹ', 'nhìn', 'ngầu', 'vãi']"
xin chia buồn cùng gia đình,Sadness,"['xin', 'chia', 'buồn', 'cùng', 'gia đình']"
phim này xem rồi ý nghĩa vài,Enjoyment,"['phim', 'xem', 'ý nghĩa', 'vài']"
đường này quá nhiều xe tải và các loại xe chạy rất mát ga hài_lòng,Fear,"['đường', 'nhiều', 'xe tải', 'loại', 'xe', 'chạy', 'mát', 'ga', 'hài_lòng']"
đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc cười,Enjoyment,"['tìm', 'đúng', 'người', 'còn', 'sai', 'người', 'auto', 'mối', 'quan hệ', 'kết thúc', 'cười']"
với mình đoạn mấy thằng đỡ đẻ là hay nhất,Enjoyment,"['mình', 'đoạn', 'mấy', 'thằng', 'đỡ đẻ', 'hay', 'nhất']"
thế em ăn anh được không ?,Other,"['thế', 'em', 'ăn', 'anh', 'không', '?']"
hai bác học nghiêm túc ghê cười,Enjoyment,"['hai', 'bác', 'học', 'nghiêm túc', 'ghê', 'cười']"
có như thế nữa hả tan_chảy,Surprise,"['như thế', 'hả', 'tan_chảy']"
thế đéo nào cái hộp bé tý lại đựng được ba cái mũ nhỉ,Surprise,"['thế', 'đéo', 'nào', 'cái', 'hộp', 'bé', 'tý', 'đựng', 'ba', 'cái', 'mũ', 'nhỉ']"
đoạn nào đáng yêu đâu ngại_ngùng mỉa_mai,Disgust,"['đoạn', 'nào', 'đáng', 'yêu', 'đâu', 'ngại_ngùng', 'mỉa_mai']"
ý tưởng hay đáy chứ,Enjoyment,"['ý tưởng', 'hay', 'đáy', 'chứ']"
rảnh rỗi không có việc gì làm sinh ra mất tiền,Disgust,"['rảnh rỗi', 'không', 'việc gì', 'làm', 'sinh', 'mất', 'tiền']"
cai lo xô tôi đang xài mỗi ngày,Other,"['cai', 'lo', 'xô', 'tôi', 'xài', 'mỗi', 'ngày']"
người bị lừa thì vẫn mất tiền cười,Disgust,"['người', 'lừa', 'vẫn', 'mất', 'tiền', 'cười']"
"cái ông này mới xem thì thấy bình thường , mà càng xem lại càng đẹp trai cười_chảy_nước_mắt",Enjoyment,"['cái', 'ông', 'mới', 'xem', 'thấy', 'bình thường', 'càng', 'xem lại', 'càng', 'đẹp trai', 'cười_chảy_nước_mắt']"
per hôm nào chụp kiểu nhỉ .,Other,"['per', 'hôm', 'nào', 'chụp', 'kiểu', 'nhỉ']"
sợ thế,Fear,"['sợ', 'thế']"
tội em vợ thế buồn,Sadness,"['tội', 'em', 'vợ', 'thế', 'buồn']"
cho nghe lại cái khúc đó đi anh hai à đùa,Other,"['nghe', 'cái', 'khúc', 'anh', 'hai', 'à', 'đùa']"
không nên tin bất cứ 1 người nào cả,Other,"['không', 'tin', 'bất cứ', '1', 'người', 'nào', 'cả']"
thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu hài_lòng .,Sadness,"['thực ra', 'em', 'mới', 'phải', 'sự', 'lựa chọn', 'chứ', 'không', 'phải', 'người', 'lựa chọn', 'đâu', 'hài_lòng']"
dume tao vừa mất 2 phút nhãm nhất cuộc đời tao chán,Anger,"['dume', 'tao', 'vừa', 'mất', '2', 'phút', 'nhãm', 'nhất', 'cuộc đời', 'tao', 'chán']"
"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ",Disgust,"['bạn', 'cố gắng', 'kéo lại', 'người', 'ta', 'họ', 'chụp', 'màn hình', 'gửi', 'mọi', 'người', 'còn', 'đem', 'kể', 'chứ']"
giống tao thế nhỉ ! vô_cảm,Surprise,"['giống', 'tao', 'thế', 'nhỉ', '!', 'vô_cảm']"
không ngại va chạm cười_lăn_lộn_trên_sàn,Other,"['không', 'ngại', 'va chạm', 'cười_lăn_lộn_trên_sàn']"
xem xong thấy buồn quá,Sadness,"['xem', 'xong', 'thấy', 'buồn']"
dễ thương quá vậy,Enjoyment,['dễ thương']
"chúng nó xạo cười_lớn vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết bối_rối",Disgust,"['chúng nó', 'xạo', 'cười_lớn', 'chứ', 'lên', 'đại học', 'chúng nó', 'dập', 'nhau', 'gà', 'đấy', 'tao', 'nghe', 'bọn', 'nó', 'nói', 'thế', 'chứ', 'học', 'đại học', 'đéo', 'đâu', 'biết', 'bối_rối']"
"nước bẩn quá , toàn rác !",Disgust,"['nước', 'bẩn', 'toàn', 'rác', '!']"
thế rồi cha lái xe có giả tiền không các bác,Other,"['thế', 'cha', 'lái xe', 'giả', 'tiền', 'không', 'bác']"
cm lộ hết thông tin của người ta,Disgust,"['cm', 'lộ', 'hết', 'thông tin', 'người', 'ta']"
